geoid,geoid20,year,denom_total_pop,tothomeless_count,totshelt_count,totunshelt_count
1400000US06037541500,6037541500,2020,6643,2,0,2
1400000US06037541603,6037541603,2020,3402,55,0,55
1400000US06037541604,6037541604,2020,6039,17,0,17
1400000US06037541605,6037541605,2020,5428,38,0,38
1400000US06037541606,6037541606,2020,2334,20,0,20
1400000US06037541700,6037541700,2020,6641,3,0,3
1400000US06037541801,6037541801,2020,6086,1,0,1
1400000US06037541802,6037541802,2020,5743,11,0,11
1400000US06037542000,6037542000,2020,4982,20,0,20
1400000US06037542103,6037542103,2020,4065,64,35,29
1400000US06037542104,6037542104,2020,3260,38,0,38
1400000US06037542105,6037542105,2020,4982,2,0,2
1400000US06037542106,6037542106,2020,3420,92,0,92
1400000US06037542200,6037542200,2020,0,25,0,25
1400000US06037542401,6037542401,2020,5232,80,0,80
1400000US06037542402,6037542402,2020,0,9,0,9
1400000US06037542501,6037542501,2020,4921,3,0,3
1400000US06037542502,6037542502,2020,4683,40,0,40
1400000US06037542601,6037542601,2020,3100,38,0,38
1400000US06037542602,6037542602,2020,5537,35,0,35
1400000US06037542700,6037542700,2020,5977,5,2,3
1400000US06037542800,6037542800,2020,3088,0,0,0
1400000US06037542900,6037542900,2020,3171,5,0,5
1400000US06037543000,6037543000,2020,4560,26,0,26
1400000US06037543100,6037543100,2020,6767,25,0,25
1400000US06037543201,6037543201,2020,3871,2,0,2
1400000US06037543203,6037543203,2020,5846,11,0,11
1400000US06037543304,6037543304,2020,6058,0,0,0
1400000US06037543305,6037543305,2020,0,89,0,89
1400000US06037543306,6037543306,2020,6143,12,0,12
1400000US06037543321,6037543321,2020,5060,7,0,7
1400000US06037543322,6037543322,2020,7348,2,0,2
1400000US06037543400,6037543400,2020,4069,5,0,5
1400000US06037543501,6037543501,2020,6895,21,0,21
1400000US06037543502,6037543502,2020,4176,53,0,53
1400000US06037543503,6037543503,2020,5670,30,0,30
1400000US06037543601,6037543601,2020,3760,0,0,0
1400000US06037543603,6037543603,2020,4250,7,0,7
1400000US06037543605,6037543605,2020,4796,47,0,47
1400000US06037543606,6037543606,2020,3362,33,0,33
1400000US06037543607,6037543607,2020,2774,1,0,1
1400000US06037543701,6037543701,2020,3022,0,0,0
1400000US06037543703,6037543703,2020,3348,13,0,13
1400000US06037543704,6037543704,2020,3584,6,0,6
1400000US06037543705,6037543705,2020,3461,6,0,6
1400000US06037543801,6037543801,2020,5321,4,0,4
1400000US06037543803,6037543803,2020,3716,3,0,3
1400000US06037543804,6037543804,2020,2951,3,0,3
1400000US06037543903,6037543903,2020,3623,13,0,13
1400000US06037543905,6037543905,2020,4750,9,0,9
1400000US06037544001,6037544001,2020,0,0,0,0
1400000US06037544002,6037544002,2020,0,5,0,5
1400000US06037550101,6037550101,2020,3363,5,0,5
1400000US06037550201,6037550201,2020,2716,1,0,1
1400000US06037550202,6037550202,2020,6178,2,0,2
1400000US06037550301,6037550301,2020,5296,16,3,13
1400000US06037550501,6037550501,2020,2661,1,0,1
1400000US06037550502,6037550502,2020,5294,3,0,3
1400000US06037550601,6037550601,2020,5709,20,0,20
1400000US06037550602,6037550602,2020,4526,4,0,4
1400000US06037550700,6037550700,2020,7016,1,0,1
1400000US06037550801,6037550801,2020,4190,10,0,10
1400000US06037550802,6037550802,2020,3468,9,0,9
1400000US06037550901,6037550901,2020,3877,2,0,2
1400000US06037550902,6037550902,2020,5915,6,0,6
1400000US06037551001,6037551001,2020,4361,2,0,2
1400000US06037551002,6037551002,2020,2944,1,0,1
1400000US06037551101,6037551101,2020,3944,8,0,8
1400000US06037551102,6037551102,2020,5309,5,0,5
1400000US06037551201,6037551201,2020,3574,4,0,4
1400000US06037551203,6037551203,2020,3961,1,0,1
1400000US06037551204,6037551204,2020,3717,0,0,0
1400000US06037551300,6037551300,2020,5241,35,27,8
1400000US06037551401,6037551401,2020,4743,1,0,1
1400000US06037551402,6037551402,2020,4488,2,0,2
1400000US06037551501,6037551501,2020,4880,19,0,19
1400000US06037551502,6037551502,2020,4291,9,0,9
1400000US06037551700,6037551700,2020,6200,30,0,30
1400000US06037551801,6037551801,2020,4055,1,0,1
1400000US06037551802,6037551802,2020,3864,1,0,1
1400000US06037551900,6037551900,2020,5084,26,0,26
1400000US06037552001,6037552001,2020,4371,7,0,7
1400000US06037552002,6037552002,2020,3630,14,0,14
1400000US06037552100,6037552100,2020,6496,6,0,6
1400000US06037552200,6037552200,2020,5626,11,0,11
1400000US06037552301,6037552301,2020,4585,5,0,5
1400000US06037552302,6037552302,2020,3849,14,12,2
1400000US06037552400,6037552400,2020,2565,3,0,3
1400000US06037552601,6037552601,2020,5485,0,0,0
1400000US06037552602,6037552602,2020,4823,0,0,0
1400000US06037552700,6037552700,2020,7105,6,0,6
1400000US06037552800,6037552800,2020,5981,7,0,7
1400000US06037552900,6037552900,2020,6925,9,0,9
1400000US06037553000,6037553000,2020,5035,5,0,5
1400000US06037553100,6037553100,2020,6681,19,12,7
1400000US06037553201,6037553201,2020,4136,9,0,9
1400000US06037553202,6037553202,2020,3521,7,0,7
1400000US06037553300,6037553300,2020,3367,10,0,10
1400000US06037553400,6037553400,2020,3587,12,0,12
1400000US06037553502,6037553502,2020,4267,6,0,6
1400000US06037553503,6037553503,2020,2742,0,0,0
1400000US06037553504,6037553504,2020,6039,7,0,7
1400000US06037553601,6037553601,2020,5240,12,0,12
1400000US06037553602,6037553602,2020,5076,0,0,0
1400000US06037553701,6037553701,2020,4086,5,0,5
1400000US06037553702,6037553702,2020,5107,9,0,9
1400000US06037553801,6037553801,2020,4549,34,0,34
1400000US06037553802,6037553802,2020,0,13,0,13
1400000US06037553901,6037553901,2020,6730,1,0,1
1400000US06037553902,6037553902,2020,0,3,0,3
1400000US06037554001,6037554001,2020,3728,1,0,1
1400000US06037554002,6037554002,2020,5701,16,0,16
1400000US06037554101,6037554101,2020,3824,0,0,0
1400000US06037554105,6037554105,2020,4376,2,0,2
1400000US06037554106,6037554106,2020,4175,5,0,5
1400000US06037554201,6037554201,2020,4583,13,0,13
1400000US06037554203,6037554203,2020,3932,3,0,3
1400000US06037554204,6037554204,2020,4418,46,0,46
1400000US06037554301,6037554301,2020,0,12,0,12
1400000US06037554302,6037554302,2020,0,34,0,34
1400000US06037554403,6037554403,2020,5481,37,0,37
1400000US06037554404,6037554404,2020,4042,28,0,28
1400000US06037554405,6037554405,2020,3037,1,0,1
1400000US06037554406,6037554406,2020,4801,0,0,0
1400000US06037554511,6037554511,2020,4037,0,0,0
1400000US06037554512,6037554512,2020,6141,20,0,20
1400000US06037554513,6037554513,2020,2766,0,0,0
1400000US06037554514,6037554514,2020,4892,0,0,0
1400000US06037554515,6037554515,2020,3784,0,0,0
1400000US06037554516,6037554516,2020,3850,0,0,0
1400000US06037554517,6037554517,2020,4427,0,0,0
1400000US06037554518,6037554518,2020,5415,2,0,2
1400000US06037554519,6037554519,2020,3594,5,0,5
1400000US06037554521,6037554521,2020,6142,16,0,16
1400000US06037554522,6037554522,2020,5088,3,0,3
1400000US06037554600,6037554600,2020,4427,0,0,0
1400000US06037554700,6037554700,2020,4528,17,0,17
1400000US06037554801,6037554801,2020,3204,6,0,6
1400000US06037554802,6037554802,2020,6275,8,0,8
1400000US06037554900,6037554900,2020,7372,11,0,11
1400000US06037555001,6037555001,2020,5578,1,0,1
1400000US06037555002,6037555002,2020,0,16,0,16
1400000US06037555105,6037555105,2020,4940,3,0,3
1400000US06037555106,6037555106,2020,3920,4,0,4
1400000US06037555107,6037555107,2020,6229,4,0,4
1400000US06037555211,6037555211,2020,0,9,0,9
1400000US06037555212,6037555212,2020,0,6,0,6
1400000US06037555300,6037555300,2020,6138,6,0,6
1400000US06037570001,6037570001,2020,4995,0,0,0
1400000US06037570002,6037570002,2020,3110,2,0,2
1400000US06037570003,6037570003,2020,0,6,0,6
1400000US06037570100,6037570100,2020,0,0,0,0
1400000US06037570202,6037570202,2020,0,0,0,0
1400000US06037570603,6037570603,2020,0,0,0,0
1400000US06037570701,6037570701,2020,0,10,0,10
1400000US06037570703,6037570703,2020,0,6,0,6
1400000US06037570800,6037570800,2020,0,4,0,4
1400000US06037570901,6037570901,2020,5789,1,0,1
1400000US06037570902,6037570902,2020,3773,7,0,7
1400000US06037571000,6037571000,2020,5835,0,0,0
1400000US06037571101,6037571101,2020,4483,2,0,2
1400000US06037571102,6037571102,2020,4052,4,0,4
1400000US06037571202,6037571202,2020,0,0,0,0
1400000US06037571300,6037571300,2020,0,2,0,2
1400000US06037571400,6037571400,2020,0,11,0,11
1400000US06037571505,6037571505,2020,0,0,0,0
1400000US06037571701,6037571701,2020,0,0,0,0
1400000US06037572001,6037572001,2020,0,2,0,2
1400000US06037572201,6037572201,2020,0,0,0,0
1400000US06037572202,6037572202,2020,0,0,0,0
1400000US06037572301,6037572301,2020,0,0,0,0
1400000US06037573300,6037573300,2020,0,0,0,0
1400000US06037573401,6037573401,2020,0,12,0,12
1400000US06037573402,6037573402,2020,0,14,0,14
1400000US06037573403,6037573403,2020,0,20,0,20
1400000US06037573601,6037573601,2020,0,0,0,0
1400000US06037573700,6037573700,2020,0,0,0,0
1400000US06037573800,6037573800,2020,0,0,0,0
1400000US06037575001,6037575001,2020,0,0,0,0
1400000US06037575002,6037575002,2020,0,0,0,0
1400000US06037577800,6037577800,2020,4247,76,1,75
1400000US06037599000,6037599000,2020,3665,31,3,28
1400000US06037600100,6037600100,2020,7411,13,0,13
1400000US06037600201,6037600201,2020,4673,3,0,3
1400000US06037600202,6037600202,2020,6601,17,0,17
1400000US06037600302,6037600302,2020,2859,11,0,11
1400000US06037600303,6037600303,2020,4101,3,0,3
1400000US06037600304,6037600304,2020,3640,12,0,12
1400000US06037600400,6037600400,2020,4237,2,0,2
1400000US06037600501,6037600501,2020,2602,0,0,0
1400000US06037600601,6037600601,2020,2620,1,0,1
1400000US06037600602,6037600602,2020,2683,6,0,6
1400000US06037600702,6037600702,2020,4715,26,0,26
1400000US06037600703,6037600703,2020,1854,2,0,2
1400000US06037600704,6037600704,2020,3097,39,27,12
1400000US06037600801,6037600801,2020,3494,32,6,26
1400000US06037600802,6037600802,2020,2498,0,0,0
1400000US06037600902,6037600902,2020,6870,17,0,17
1400000US06037600911,6037600911,2020,3345,2,0,2
1400000US06037600912,6037600912,2020,5655,10,0,10
1400000US06037601001,6037601001,2020,2219,29,0,29
1400000US06037601002,6037601002,2020,4840,20,0,20
1400000US06037601100,6037601100,2020,6432,3,0,3
1400000US06037601202,6037601202,2020,3956,2,0,2
1400000US06037601211,6037601211,2020,3047,9,0,9
1400000US06037601212,6037601212,2020,7036,1,0,1
1400000US06037601301,6037601301,2020,1960,8,0,8
1400000US06037601302,6037601302,2020,7532,14,9,5
1400000US06037601303,6037601303,2020,4944,11,0,11
1400000US06037601401,6037601401,2020,5486,211,199,12
1400000US06037601402,6037601402,2020,5234,15,0,15
1400000US06037601501,6037601501,2020,3999,95,0,95
1400000US06037601502,6037601502,2020,3920,1,0,1
1400000US06037601600,6037601600,2020,4035,12,0,12
1400000US06037601700,6037601700,2020,5176,58,0,58
1400000US06037601801,6037601801,2020,3395,16,0,16
1400000US06037601802,6037601802,2020,4018,11,0,11
1400000US06037601900,6037601900,2020,5124,20,0,20
1400000US06037602002,6037602002,2020,3099,3,0,3
1400000US06037602003,6037602003,2020,4483,2,0,2
1400000US06037602103,6037602103,2020,6747,18,0,18
1400000US06037602104,6037602104,2020,5985,11,0,11
1400000US06037602105,6037602105,2020,4418,13,0,13
1400000US06037602106,6037602106,2020,5321,1,0,1
1400000US06037602201,6037602201,2020,5990,3,0,3
1400000US06037602202,6037602202,2020,1839,1,0,1
1400000US06037602301,6037602301,2020,6618,7,0,7
1400000US06037602302,6037602302,2020,3660,8,0,8
1400000US06037602402,6037602402,2020,6344,11,8,3
1400000US06037602403,6037602403,2020,5455,5,0,5
1400000US06037602404,6037602404,2020,6381,12,0,12
1400000US06037602504,6037602504,2020,4775,0,0,0
1400000US06037602505,6037602505,2020,4439,0,0,0
1400000US06037602506,6037602506,2020,3959,12,0,12
1400000US06037602507,6037602507,2020,4607,1,0,1
1400000US06037602510,6037602510,2020,3634,2,2,0
1400000US06037602511,6037602511,2020,3656,2,1,0
1400000US06037602512,6037602512,2020,628,2,0,2
1400000US06037602513,6037602513,2020,3811,14,0,14
1400000US06037602601,6037602601,2020,5776,3,0,3
1400000US06037602602,6037602602,2020,2887,2,0,2
1400000US06037602700,6037602700,2020,3759,51,0,51
1400000US06037602801,6037602801,2020,3572,37,0,37
1400000US06037602802,6037602802,2020,4514,45,25,20
1400000US06037602900,6037602900,2020,4282,17,0,17
1400000US06037603004,6037603004,2020,1532,2,0,2
1400000US06037603005,6037603005,2020,5706,4,0,4
1400000US06037603006,6037603006,2020,1932,8,0,8
1400000US06037603007,6037603007,2020,4426,0,0,0
1400000US06037603008,6037603008,2020,3093,0,0,0
1400000US06037603101,6037603101,2020,4073,25,0,25
1400000US06037603102,6037603102,2020,3672,8,0,8
1400000US06037603200,6037603200,2020,3232,4,0,4
1400000US06037603301,6037603301,2020,3696,9,0,9
1400000US06037603302,6037603302,2020,3830,9,0,9
1400000US06037603400,6037603400,2020,4640,1,0,1
1400000US06037603500,6037603500,2020,3000,2,0,2
1400000US06037603600,6037603600,2020,4294,3,0,3
1400000US06037603702,6037603702,2020,4848,11,0,11
1400000US06037603703,6037603703,2020,2654,25,0,25
1400000US06037603705,6037603705,2020,2676,1,0,1
1400000US06037603706,6037603706,2020,3693,1,0,1
1400000US06037603801,6037603801,2020,4994,2,0,2
1400000US06037603802,6037603802,2020,3837,11,0,11
1400000US06037603901,6037603901,2020,3804,3,0,3
1400000US06037603902,6037603902,2020,3886,3,0,3
1400000US06037604001,6037604001,2020,4614,0,0,0
1400000US06037604002,6037604002,2020,4968,4,0,4
1400000US06037604101,6037604101,2020,3318,6,0,6
1400000US06037604102,6037604102,2020,3686,7,0,7
1400000US06037604200,6037604200,2020,5609,7,0,7
1400000US06037609900,6037609900,2020,2053,2,0,2
1400000US06037620001,6037620001,2020,4196,2,0,2
1400000US06037620002,6037620002,2020,3563,0,0,0
1400000US06037620101,6037620101,2020,5442,2,0,2
1400000US06037620102,6037620102,2020,3728,1,0,1
1400000US06037620201,6037620201,2020,1566,1,0,1
1400000US06037620301,6037620301,2020,4984,1,0,1
1400000US06037620303,6037620303,2020,4442,2,0,2
1400000US06037620305,6037620305,2020,5768,3,0,3
1400000US06037620400,6037620400,2020,5211,6,0,6
1400000US06037620501,6037620501,2020,6394,18,0,18
1400000US06037620521,6037620521,2020,4132,1,0,1
1400000US06037620522,6037620522,2020,4816,4,0,4
1400000US06037620601,6037620601,2020,5290,25,0,25
1400000US06037620602,6037620602,2020,5393,0,0,0
1400000US06037620701,6037620701,2020,6654,1,0,1
1400000US06037620703,6037620703,2020,3161,2,0,2
1400000US06037620704,6037620704,2020,4096,2,0,2
1400000US06037620801,6037620801,2020,3804,0,0,0
1400000US06037620802,6037620802,2020,4099,0,0,0
1400000US06037620901,6037620901,2020,2982,0,0,0
1400000US06037620904,6037620904,2020,2822,1,0,1
1400000US06037621001,6037621001,2020,4643,8,0,8
1400000US06037621005,6037621005,2020,5190,2,0,2
1400000US06037621102,6037621102,2020,3031,1,0,1
1400000US06037621104,6037621104,2020,6878,17,0,17
1400000US06037621201,6037621201,2020,6287,6,0,6
1400000US06037621204,6037621204,2020,3160,87,0,87
1400000US06037621301,6037621301,2020,6977,1,0,1
1400000US06037621324,6037621324,2020,3856,12,0,12
1400000US06037621326,6037621326,2020,2954,13,0,13
1400000US06037621400,6037621400,2020,4759,3,0,3
1400000US06037650001,6037650001,2020,5635,5,0,5
1400000US06037650003,6037650003,2020,3056,9,0,9
1400000US06037650004,6037650004,2020,4136,7,0,7
1400000US06037650101,6037650101,2020,5787,10,0,10
1400000US06037650102,6037650102,2020,2361,0,0,0
1400000US06037650200,6037650200,2020,6275,9,0,9
1400000US06037650300,6037650300,2020,6971,25,0,25
1400000US06037650401,6037650401,2020,4666,63,28,35
1400000US06037650501,6037650501,2020,3098,6,0,6
1400000US06037650502,6037650502,2020,4298,6,0,6
1400000US06037650603,6037650603,2020,3604,2,0,2
1400000US06037650604,6037650604,2020,5824,1,0,1
1400000US06037650605,6037650605,2020,2957,1,0,1
1400000US06037650606,6037650606,2020,4537,2,0,2
1400000US06037650607,6037650607,2020,3127,2,0,2
1400000US06037650701,6037650701,2020,2445,3,0,3
1400000US06037650702,6037650702,2020,4941,0,0,0
1400000US06037650801,6037650801,2020,3839,0,0,0
1400000US06037650802,6037650802,2020,2839,0,0,0
1400000US06037650901,6037650901,2020,6175,9,0,9
1400000US06037650903,6037650903,2020,3315,12,11,2
1400000US06037650904,6037650904,2020,2925,11,9,1
1400000US06037651001,6037651001,2020,5923,19,14,5
1400000US06037651002,6037651002,2020,4930,2,0,2
1400000US06037651101,6037651101,2020,5411,48,0,48
1400000US06037651102,6037651102,2020,3827,2,0,2
1400000US06037651201,6037651201,2020,4901,0,0,0
1400000US06037651221,6037651221,2020,3384,2,0,2
1400000US06037651222,6037651222,2020,6263,0,0,0
1400000US06037651302,6037651302,2020,6249,0,0,0
1400000US06037651304,6037651304,2020,4651,12,0,12
1400000US06037651401,6037651401,2020,2242,0,0,0
1400000US06037651402,6037651402,2020,6251,5,0,5
1400000US06037670001,6037670001,2020,3465,0,0,0
1400000US06037670002,6037670002,2020,4013,3,0,3
1400000US06037670003,6037670003,2020,5610,16,10,6
1400000US06037670101,6037670101,2020,4612,3,0,3
1400000US06037670102,6037670102,2020,2632,2,0,2
1400000US06037670201,6037670201,2020,4123,0,0,0
1400000US06037670202,6037670202,2020,2627,0,0,0
1400000US06037670324,6037670324,2020,5167,0,0,0
1400000US06037670326,6037670326,2020,3488,0,0,0
1400000US06037670328,6037670328,2020,4933,0,0,0
1400000US06037670405,6037670405,2020,2816,0,0,0
1400000US06037670406,6037670406,2020,1992,0,0,0
1400000US06037670407,6037670407,2020,6127,0,0,0
1400000US06037670413,6037670413,2020,4808,0,0,0
1400000US06037670416,6037670416,2020,4213,0,0,0
1400000US06037670417,6037670417,2020,3220,0,0,0
1400000US06037670418,6037670418,2020,3882,0,0,0
1400000US06037670500,6037670500,2020,1682,0,0,0
1400000US06037670603,6037670603,2020,1940,0,0,0
1400000US06037670604,6037670604,2020,5116,0,0,0
1400000US06037670701,6037670701,2020,6913,0,0,0
1400000US06037670702,6037670702,2020,5549,0,0,0
1400000US06037700101,6037700101,2020,5191,20,0,20
1400000US06037700102,6037700102,2020,3915,10,0,10
1400000US06037700200,6037700200,2020,7181,20,0,20
1400000US06037700300,6037700300,2020,6240,12,0,12
1400000US06037700400,6037700400,2020,5375,26,0,26
1400000US06037700501,6037700501,2020,3930,11,0,11
1400000US06037700502,6037700502,2020,4313,14,0,14
1400000US06037700600,6037700600,2020,4989,1,0,1
1400000US06037700700,6037700700,2020,3513,0,0,0
1400000US06037700801,6037700801,2020,5194,8,0,8
1400000US06037700802,6037700802,2020,3944,0,0,0
1400000US06037700901,6037700901,2020,3684,3,0,3
1400000US06037700902,6037700902,2020,7575,3,0,3
1400000US06037701000,6037701000,2020,5593,4,0,4
1400000US06037701201,6037701201,2020,3826,0,0,0
1400000US06037701202,6037701202,2020,3453,0,0,0
1400000US06037701302,6037701302,2020,4888,11,0,11
1400000US06037701304,6037701304,2020,6356,30,0,30
1400000US06037701402,6037701402,2020,6075,53,0,53
1400000US06037701501,6037701501,2020,5046,92,65,27
1400000US06037701502,6037701502,2020,3783,22,0,22
1400000US06037701601,6037701601,2020,4679,5,0,5
1400000US06037701602,6037701602,2020,4019,17,0,17
1400000US06037701701,6037701701,2020,3384,4,0,4
1400000US06037701702,6037701702,2020,3427,73,25,48
1400000US06037701801,6037701801,2020,6766,57,48,9
1400000US06037701802,6037701802,2020,4420,57,0,57
1400000US06037701902,6037701902,2020,4623,264,31,233
1400000US06037702002,6037702002,2020,6487,55,0,55
1400000US06037702102,6037702102,2020,5834,34,0,34
1400000US06037702201,6037702201,2020,4510,10,0,10
1400000US06037702202,6037702202,2020,3958,11,0,11
1400000US06037702300,6037702300,2020,6858,15,0,15
1400000US06037702400,6037702400,2020,4468,24,0,24
1400000US06037702501,6037702501,2020,4624,2,0,2
1400000US06037702502,6037702502,2020,4171,13,0,13
1400000US06037702600,6037702600,2020,5990,30,0,30
1400000US06037702700,6037702700,2020,3767,9,0,9
1400000US06037702801,6037702801,2020,5047,16,0,16
1400000US06037702802,6037702802,2020,2521,16,0,16
1400000US06037702803,6037702803,2020,3229,69,49,20
1400000US06037702900,6037702900,2020,9672,14,0,14
1400000US06037703002,6037703002,2020,7279,9,0,9
1400000US06037703003,6037703003,2020,2556,17,0,17
1400000US06037703100,6037703100,2020,5734,10,0,10
1400000US06037703200,6037703200,2020,5574,0,0,0
1400000US06037800101,6037800101,2020,5795,0,0,0
1400000US06037800103,6037800103,2020,2376,0,0,0
1400000US06037800104,6037800104,2020,4402,0,0,0
1400000US06037800202,6037800202,2020,6062,0,0,0
1400000US06037800204,6037800204,2020,4733,1,0,1
1400000US06037800205,6037800205,2020,657,0,0,0
1400000US06037800206,6037800206,2020,4977,0,0,0
1400000US06037800324,6037800324,2020,6567,1,0,1
1400000US06037800325,6037800325,2020,3388,0,0,0
1400000US06037800328,6037800328,2020,2935,1,0,1
1400000US06037800333,6037800333,2020,1335,0,0,0
1400000US06037800334,6037800334,2020,5063,0,0,0
1400000US06037800335,6037800335,2020,6123,0,0,0
1400000US06037800336,6037800336,2020,5668,0,0,0
1400000US06037800337,6037800337,2020,797,0,0,0
1400000US06037800338,6037800338,2020,6767,2,0,2
1400000US06037800406,6037800406,2020,2816,9,0,9
1400000US06037800410,6037800410,2020,4021,27,0,27
1400000US06037800411,6037800411,2020,4087,45,0,45
1400000US06037800412,6037800412,2020,3199,35,0,35
1400000US06037800504,6037800504,2020,2470,57,0,57
1400000US06037800506,6037800506,2020,2966,71,0,71
1400000US06037900102,6037900102,2020,619,202,0,202
1400000US06037900103,6037900103,2020,5707,178,0,178
1400000US06037900104,6037900104,2020,6124,94,0,94
1400000US06037900301,6037900301,2020,553,8,0,8
1400000US06037900501,6037900501,2020,6806,182,0,182
1400000US06037900504,6037900504,2020,6604,19,3,16
1400000US06037900505,6037900505,2020,3732,19,0,19
1400000US06037900506,6037900506,2020,4457,25,0,25
1400000US06037900508,6037900508,2020,3715,8,0,8
1400000US06037900509,6037900509,2020,3025,7,3,5
1400000US06037900510,6037900510,2020,4187,10,3,6
1400000US06037900602,6037900602,2020,5772,413,0,413
1400000US06037900606,6037900606,2020,3359,340,7,333
1400000US06037900607,6037900607,2020,3961,165,0,165
1400000US06037900608,6037900608,2020,3533,8,0,8
1400000US06037900609,6037900609,2020,5493,3,0,3
1400000US06037900610,6037900610,2020,5106,6,0,6
1400000US06037900611,6037900611,2020,3058,4,0,4
1400000US06037900701,6037900701,2020,4509,28,0,28
1400000US06037900703,6037900703,2020,4100,18,10,8
1400000US06037900704,6037900704,2020,2775,241,0,241
1400000US06037900705,6037900705,2020,3960,15,0,15
1400000US06037900804,6037900804,2020,3333,54,0,54
1400000US06037900805,6037900805,2020,4781,4,0,4
1400000US06037900806,6037900806,2020,4769,315,0,315
1400000US06037900807,6037900807,2020,4594,0,0,0
1400000US06037900808,6037900808,2020,4617,1,0,1
1400000US06037900901,6037900901,2020,1828,90,0,90
1400000US06037900902,6037900902,2020,2294,113,0,113
1400000US06037901003,6037901003,2020,4972,22,5,17
1400000US06037901007,6037901007,2020,2077,20,0,20
1400000US06037901008,6037901008,2020,2841,13,0,13
1400000US06037901009,6037901009,2020,5691,10,0,10
1400000US06037901010,6037901010,2020,6028,0,0,0
1400000US06037901011,6037901011,2020,5154,3,0,3
1400000US06037901012,6037901012,2020,3731,0,0,0
1400000US06037901013,6037901013,2020,2838,0,0,0
1400000US06037901014,6037901014,2020,6005,0,0,0
1400000US06037901101,6037901101,2020,5492,14,0,14
1400000US06037901102,6037901102,2020,5372,1,0,1
1400000US06037901209,6037901209,2020,1382,88,0,88
1400000US06037901210,6037901210,2020,1719,0,0,0
1400000US06037901214,6037901214,2020,1228,1,0,1
1400000US06037901215,6037901215,2020,616,1,0,1
1400000US06037901216,6037901216,2020,9794,11,0,11
1400000US06037901217,6037901217,2020,3876,1,0,1
1400000US06037901218,6037901218,2020,653,0,0,0
1400000US06037901300,6037901300,2020,5632,87,0,87
1400000US06037910002,6037910002,2020,7868,43,0,43
1400000US06037910210,6037910210,2020,7324,0,0,0
1400000US06037910211,6037910211,2020,1137,3,0,3
1400000US06037910212,6037910212,2020,3942,9,0,9
1400000US06037910213,6037910213,2020,1301,0,0,0
1400000US06037910214,6037910214,2020,6143,0,0,0
1400000US06037910215,6037910215,2020,6282,20,0,20
1400000US06037910216,6037910216,2020,4513,0,0,0
1400000US06037910217,6037910217,2020,4429,12,0,12
1400000US06037910218,6037910218,2020,4633,67,0,67
1400000US06037910301,6037910301,2020,3918,6,0,6
1400000US06037910302,6037910302,2020,5435,0,0,0
1400000US06037910401,6037910401,2020,6727,7,0,7
1400000US06037910404,6037910404,2020,3947,8,0,8
1400000US06037910405,6037910405,2020,5953,85,38,47
1400000US06037910501,6037910501,2020,5312,21,10,11
1400000US06037910502,6037910502,2020,3927,4,0,4
1400000US06037910504,6037910504,2020,4956,10,0,10
1400000US06037910505,6037910505,2020,3153,7,0,7
1400000US06037910601,6037910601,2020,7115,0,0,0
1400000US06037910602,6037910602,2020,4038,0,0,0
1400000US06037910605,6037910605,2020,4613,1,0,1
1400000US06037910606,6037910606,2020,3515,0,0,0
1400000US06037910607,6037910607,2020,3143,0,0,0
1400000US06037910608,6037910608,2020,3607,0,0,0
1400000US06037910706,6037910706,2020,6110,3,0,3
1400000US06037910707,6037910707,2020,4721,2,0,2
1400000US06037910709,6037910709,2020,1928,2,0,2
1400000US06037910712,6037910712,2020,2876,2,0,2
1400000US06037910713,6037910713,2020,5671,6,0,6
1400000US06037910714,6037910714,2020,3999,4,0,4
1400000US06037910715,6037910715,2020,6517,2,0,2
1400000US06037910716,6037910716,2020,5793,2,0,2
1400000US06037910717,6037910717,2020,3805,1,0,1
1400000US06037910718,6037910718,2020,4453,1,0,1
1400000US06037910719,6037910719,2020,4396,1,0,1
1400000US06037910720,6037910720,2020,3677,6,0,6
1400000US06037910721,6037910721,2020,4308,8,0,8
1400000US06037910804,6037910804,2020,2526,2,0,2
1400000US06037910807,6037910807,2020,6608,2,0,2
1400000US06037910808,6037910808,2020,3420,0,0,0
1400000US06037910809,6037910809,2020,1784,2,0,2
1400000US06037910810,6037910810,2020,2654,0,0,0
1400000US06037910814,6037910814,2020,3735,9,0,9
1400000US06037910815,6037910815,2020,5971,128,0,128
1400000US06037911001,6037911001,2020,4188,382,0,382
1400000US06037911100,6037911100,2020,8127,83,0,83
1400000US06037920013,6037920013,2020,5298,2,0,2
1400000US06037920015,6037920015,2020,5843,9,0,9
1400000US06037920016,6037920016,2020,4491,0,0,0
1400000US06037920017,6037920017,2020,4735,0,0,0
1400000US06037920018,6037920018,2020,2277,0,0,0
1400000US06037920020,6037920020,2020,7052,0,0,0
1400000US06037920028,6037920028,2020,6387,0,0,0
1400000US06037920029,6037920029,2020,3872,4,0,4
1400000US06037920030,6037920030,2020,5812,2,0,2
1400000US06037920031,6037920031,2020,6274,3,0,3
1400000US06037920034,6037920034,2020,3636,0,0,0
1400000US06037920035,6037920035,2020,7462,0,0,0
1400000US06037920038,6037920038,2020,4605,0,0,0
1400000US06037920039,6037920039,2020,1878,0,0,0
1400000US06037920040,6037920040,2020,3478,0,0,0
1400000US06037920041,6037920041,2020,2951,3,0,3
1400000US06037920042,6037920042,2020,7444,7,0,7
