geoid,geoid20,year,denom_total_pop,pm25_concentration
1400000US06037480702,6037480702,2021,4284,11.61
1400000US06037480703,6037480703,2021,3612,11.51
1400000US06037480704,6037480704,2021,4619,11.53
1400000US06037480802,6037480802,2021,3203,11.83
1400000US06037480803,6037480803,2021,3699,11.77
1400000US06037480804,6037480804,2021,4892,11.72
1400000US06037480901,6037480901,2021,5407,11.85
1400000US06037480902,6037480902,2021,4049,11.92
1400000US06037480903,6037480903,2021,3248,11.96
1400000US06037481001,6037481001,2021,4369,11.81
1400000US06037481002,6037481002,2021,5646,11.67
1400000US06037481101,6037481101,2021,4513,11.6
1400000US06037481102,6037481102,2021,4000,11.72
1400000US06037481103,6037481103,2021,4926,11.77
1400000US06037481201,6037481201,2021,4031,11.78
1400000US06037481203,6037481203,2021,6065,11.74
1400000US06037481300,6037481300,2021,3299,11.89
1400000US06037481401,6037481401,2021,6267,11.83
1400000US06037481403,6037481403,2021,2914,11.87
1400000US06037481404,6037481404,2021,3684,11.87
1400000US06037481500,6037481500,2021,4489,11.84
1400000US06037481603,6037481603,2021,3486,11.87
1400000US06037481604,6037481604,2021,3701,11.84
1400000US06037481605,6037481605,2021,2831,11.96
1400000US06037481606,6037481606,2021,5013,11.96
1400000US06037481711,6037481711,2021,4246,12
1400000US06037481712,6037481712,2021,5329,11.98
1400000US06037481713,6037481713,2021,2736,11.96
1400000US06037481714,6037481714,2021,2739,12
1400000US06037481800,6037481800,2021,2558,11.96
1400000US06037481901,6037481901,2021,5775,11.99
1400000US06037481902,6037481902,2021,3443,12.03
1400000US06037482001,6037482001,2021,2650,12.02
1400000US06037482002,6037482002,2021,6760,12.14
1400000US06037482101,6037482101,2021,4750,12.05
1400000US06037482102,6037482102,2021,2943,12.07
1400000US06037482201,6037482201,2021,4076,12.03
1400000US06037482202,6037482202,2021,5087,12
1400000US06037482301,6037482301,2021,4941,11.91
1400000US06037482303,6037482303,2021,6156,11.91
1400000US06037482304,6037482304,2021,3216,11.98
1400000US06037482401,6037482401,2021,3670,11.94
1400000US06037482403,6037482403,2021,2093,11.97
1400000US06037482404,6037482404,2021,2043,11.97
1400000US06037482502,6037482502,2021,3310,11.98
1400000US06037482503,6037482503,2021,4293,11.98
1400000US06037482521,6037482521,2021,5842,12
1400000US06037482522,6037482522,2021,4478,12.02
1400000US06037482600,6037482600,2021,6262,12.02
1400000US06037482701,6037482701,2021,4323,12.18
1400000US06037482702,6037482702,2021,2373,12.1
1400000US06037482801,6037482801,2021,4524,12.09
1400000US06037500100,6037500100,2021,5126,11.87
1400000US06037500202,6037500202,2021,4988,11.86
1400000US06037500203,6037500203,2021,1877,11.83
1400000US06037500204,6037500204,2021,5351,11.83
1400000US06037500300,6037500300,2021,3050,11.96
1400000US06037500402,6037500402,2021,4856,11.98
1400000US06037500403,6037500403,2021,3670,11.96
1400000US06037500404,6037500404,2021,4428,11.91
1400000US06037500500,6037500500,2021,2377,11.93
1400000US06037500600,6037500600,2021,4912,12
1400000US06037500700,6037500700,2021,7150,12.11
1400000US06037500800,6037500800,2021,5460,12.09
1400000US06037500900,6037500900,2021,6954,12.01
1400000US06037501001,6037501001,2021,2455,12.01
1400000US06037501002,6037501002,2021,5013,12.03
1400000US06037501200,6037501200,2021,4864,12
1400000US06037501301,6037501301,2021,3080,11.97
1400000US06037501302,6037501302,2021,4074,11.97
1400000US06037501400,6037501400,2021,3669,11.95
1400000US06037501501,6037501501,2021,2272,11.89
1400000US06037501503,6037501503,2021,5280,11.95
1400000US06037501504,6037501504,2021,3369,11.95
1400000US06037501600,6037501600,2021,8517,11.88
1400000US06037501700,6037501700,2021,3425,11.94
1400000US06037501802,6037501802,2021,3311,11.95
1400000US06037501803,6037501803,2021,4427,11.98
1400000US06037501804,6037501804,2021,2175,11.88
1400000US06037501900,6037501900,2021,4216,11.88
1400000US06037502003,6037502003,2021,2634,11.88
1400000US06037502004,6037502004,2021,4251,12.02
1400000US06037502005,6037502005,2021,4867,11.96
1400000US06037502100,6037502100,2021,5073,11.97
1400000US06037502200,6037502200,2021,6839,12.13
1400000US06037502303,6037502303,2021,8692,12.13
1400000US06037502401,6037502401,2021,4957,12.15
1400000US06037502402,6037502402,2021,3946,12.14
1400000US06037502500,6037502500,2021,4274,12.17
1400000US06037502602,6037502602,2021,4477,12.15
1400000US06037502603,6037502603,2021,3531,12.15
1400000US06037502604,6037502604,2021,3408,12.15
1400000US06037502700,6037502700,2021,6919,12.07
1400000US06037502801,6037502801,2021,6490,12.11
1400000US06037502901,6037502901,2021,5816,11.88
1400000US06037503000,6037503000,2021,5606,11.93
1400000US06037503103,6037503103,2021,5204,11.81
1400000US06037503104,6037503104,2021,2542,11.95
1400000US06037503105,6037503105,2021,4228,11.85
1400000US06037503106,6037503106,2021,4091,11.94
1400000US06037503201,6037503201,2021,4144,11.94
1400000US06037503202,6037503202,2021,5028,11.86
1400000US06037503301,6037503301,2021,3374,11.94
1400000US06037503302,6037503302,2021,6784,11.94
1400000US06037503401,6037503401,2021,6582,11.95
1400000US06037503402,6037503402,2021,4185,11.94
1400000US06037503501,6037503501,2021,6444,11.93
1400000US06037503502,6037503502,2021,4576,11.93
1400000US06037503601,6037503601,2021,4151,11.93
1400000US06037503602,6037503602,2021,4212,11.9
1400000US06037503701,6037503701,2021,4840,11.92
1400000US06037503702,6037503702,2021,5332,11.91
1400000US06037503704,6037503704,2021,4345,11.94
1400000US06037503705,6037503705,2021,3417,11.94
1400000US06037503801,6037503801,2021,3851,11.97
1400000US06037503802,6037503802,2021,4900,11.97
1400000US06037503901,6037503901,2021,2942,12.02
1400000US06037503902,6037503902,2021,4939,11.99
1400000US06037504001,6037504001,2021,5860,12.02
1400000US06037504002,6037504002,2021,5461,11.97
1400000US06037504101,6037504101,2021,4826,11.94
1400000US06037504200,6037504200,2021,7606,11.95
1400000US06037530005,6037530005,2021,3971,12.07
1400000US06037530006,6037530006,2021,4430,12.1
1400000US06037530007,6037530007,2021,6575,12
1400000US06037530101,6037530101,2021,5285,12.02
1400000US06037530102,6037530102,2021,4862,12.13
1400000US06037530202,6037530202,2021,4348,12.12
1400000US06037530203,6037530203,2021,2728,12.1
1400000US06037530204,6037530204,2021,3904,12.14
1400000US06037530301,6037530301,2021,2211,12.23
1400000US06037530302,6037530302,2021,6849,12.24
1400000US06037530400,6037530400,2021,3744,12.22
1400000US06037530500,6037530500,2021,3719,12.16
1400000US06037530603,6037530603,2021,4699,12.06
1400000US06037530700,6037530700,2021,2157,12.2
1400000US06037530801,6037530801,2021,5407,12.28
1400000US06037530802,6037530802,2021,3165,12.14
1400000US06037530901,6037530901,2021,3684,12.2
1400000US06037530902,6037530902,2021,3840,12.1
1400000US06037531000,6037531000,2021,5133,12.12
1400000US06037531101,6037531101,2021,4851,12.16
1400000US06037531102,6037531102,2021,3210,12.16
1400000US06037531201,6037531201,2021,5530,12.17
1400000US06037531202,6037531202,2021,4431,12.17
1400000US06037531301,6037531301,2021,4824,12.18
1400000US06037531302,6037531302,2021,6215,12.22
1400000US06037531502,6037531502,2021,3397,12.11
1400000US06037531503,6037531503,2021,2753,12.06
1400000US06037531504,6037531504,2021,4250,12.06
1400000US06037531602,6037531602,2021,4432,12.11
1400000US06037531603,6037531603,2021,3409,12.15
1400000US06037531604,6037531604,2021,3775,12.19
1400000US06037531701,6037531701,2021,5375,12.24
1400000US06037531702,6037531702,2021,5163,12.27
1400000US06037531800,6037531800,2021,4960,12.19
1400000US06037531901,6037531901,2021,6237,12.24
1400000US06037531902,6037531902,2021,4763,12.2
1400000US06037532001,6037532001,2021,3036,12.16
1400000US06037532002,6037532002,2021,3360,12.2
1400000US06037532101,6037532101,2021,6747,12.08
1400000US06037532102,6037532102,2021,3936,12.22
1400000US06037532200,6037532200,2021,7363,12.21
1400000US06037532302,6037532302,2021,4881,12.15
1400000US06037532303,6037532303,2021,4599,12.23
1400000US06037532304,6037532304,2021,5524,12.13
1400000US06037532500,6037532500,2021,4195,12.1
1400000US06037532605,6037532605,2021,3301,12.14
1400000US06037532606,6037532606,2021,4405,12.1
1400000US06037532607,6037532607,2021,6866,12.14
1400000US06037532700,6037532700,2021,2579,12.14
1400000US06037532800,6037532800,2021,4590,12.15
1400000US06037532900,6037532900,2021,7058,12.15
1400000US06037533001,6037533001,2021,4709,12.15
1400000US06037533002,6037533002,2021,1603,12.14
1400000US06037533103,6037533103,2021,4385,12.09
1400000US06037533104,6037533104,2021,4415,12.08
1400000US06037533105,6037533105,2021,2510,12.1
1400000US06037533108,6037533108,2021,5158,12.07
1400000US06037533201,6037533201,2021,2788,12.06
1400000US06037533204,6037533204,2021,5055,12.06
1400000US06037533300,6037533300,2021,3346,12.1
1400000US06037533401,6037533401,2021,5098,12.12
1400000US06037533402,6037533402,2021,4240,12.12
1400000US06037533403,6037533403,2021,2848,12.13
1400000US06037533501,6037533501,2021,3051,12.1
1400000US06037533504,6037533504,2021,4284,12.05
1400000US06037533601,6037533601,2021,4762,12.05
1400000US06037533602,6037533602,2021,5546,12.06
1400000US06037533603,6037533603,2021,6986,12.02
1400000US06037533701,6037533701,2021,2998,12.13
1400000US06037533702,6037533702,2021,3482,12.06
1400000US06037533703,6037533703,2021,3440,12.08
1400000US06037533803,6037533803,2021,6374,12.02
1400000US06037533804,6037533804,2021,4207,12.02
1400000US06037533805,6037533805,2021,3514,12.02
1400000US06037533806,6037533806,2021,2913,12.04
1400000US06037533901,6037533901,2021,6320,12
1400000US06037533902,6037533902,2021,4049,12
1400000US06037534001,6037534001,2021,5125,12.14
1400000US06037534002,6037534002,2021,4628,12.19
1400000US06037534101,6037534101,2021,2358,12.03
1400000US06037534102,6037534102,2021,6219,12.03
1400000US06037534201,6037534201,2021,4768,12.03
1400000US06037534202,6037534202,2021,5748,12.03
1400000US06037534203,6037534203,2021,3206,12.08
1400000US06037534301,6037534301,2021,4320,12.07
1400000US06037534302,6037534302,2021,4424,12.04
1400000US06037534403,6037534403,2021,2843,12.03
1400000US06037534404,6037534404,2021,3677,12.03
1400000US06037534405,6037534405,2021,4351,12.03
1400000US06037534406,6037534406,2021,5159,12.04
1400000US06037534501,6037534501,2021,5226,12.06
1400000US06037534502,6037534502,2021,4606,12.04
1400000US06037534700,6037534700,2021,4435,12.06
1400000US06037534802,6037534802,2021,3136,12.06
1400000US06037534803,6037534803,2021,4589,12.06
1400000US06037534804,6037534804,2021,3736,12.06
1400000US06037534900,6037534900,2021,6319,12.11
1400000US06037535001,6037535001,2021,4512,12.12
1400000US06037535002,6037535002,2021,3648,12.12
1400000US06037535101,6037535101,2021,7949,12.09
1400000US06037535102,6037535102,2021,4621,12.09
1400000US06037535200,6037535200,2021,6111,12.06
1400000US06037535300,6037535300,2021,6524,12.07
1400000US06037535400,6037535400,2021,2869,12.07
1400000US06037535501,6037535501,2021,3898,12.07
1400000US06037535502,6037535502,2021,5411,12.06
1400000US06037535503,6037535503,2021,2240,12.06
1400000US06037535603,6037535603,2021,3998,12.07
1400000US06037535604,6037535604,2021,4476,12.07
1400000US06037535605,6037535605,2021,4440,12.06
1400000US06037535606,6037535606,2021,2007,12.07
1400000US06037535607,6037535607,2021,4946,12.07
1400000US06037535701,6037535701,2021,5237,12.06
1400000US06037535702,6037535702,2021,5638,12.05
1400000US06037535802,6037535802,2021,6600,12.03
1400000US06037535803,6037535803,2021,4246,12.05
1400000US06037535804,6037535804,2021,5328,12.03
1400000US06037535901,6037535901,2021,5578,12.05
1400000US06037535902,6037535902,2021,7209,12.05
1400000US06037536000,6037536000,2021,3701,12.06
1400000US06037536102,6037536102,2021,3155,12.03
1400000US06037536103,6037536103,2021,5353,12.03
1400000US06037536104,6037536104,2021,3900,12.05
1400000US06037536201,6037536201,2021,5128,12.02
1400000US06037536202,6037536202,2021,3035,12.02
1400000US06037540000,6037540000,2021,5650,12.05
1400000US06037540101,6037540101,2021,6743,12.03
1400000US06037540102,6037540102,2021,6905,12.04
1400000US06037540201,6037540201,2021,2587,12.05
1400000US06037540202,6037540202,2021,7116,12.03
1400000US06037540203,6037540203,2021,5807,12.04
1400000US06037540300,6037540300,2021,4728,12.07
1400000US06037540400,6037540400,2021,2109,12.07
1400000US06037540501,6037540501,2021,6713,12.09
1400000US06037540502,6037540502,2021,6163,12.09
1400000US06037540600,6037540600,2021,4981,12.1
1400000US06037540700,6037540700,2021,3230,12.1
1400000US06037540800,6037540800,2021,5287,12.1
1400000US06037540901,6037540901,2021,4904,12.11
1400000US06037540902,6037540902,2021,4707,12.13
1400000US06037541003,6037541003,2021,4462,12.08
1400000US06037541100,6037541100,2021,3251,12.11
1400000US06037541200,6037541200,2021,6546,12.13
1400000US06037541300,6037541300,2021,5512,12.11
1400000US06037541401,6037541401,2021,4790,12.1
1400000US06037541402,6037541402,2021,2896,12.1
1400000US06037541500,6037541500,2021,6529,12.1
1400000US06037541603,6037541603,2021,3059,12.09
1400000US06037541604,6037541604,2021,5917,12.09
1400000US06037541605,6037541605,2021,4805,12.11
1400000US06037541606,6037541606,2021,2348,12.11
1400000US06037541700,6037541700,2021,6638,12.06
1400000US06037541801,6037541801,2021,6180,12.08
1400000US06037541802,6037541802,2021,5343,12.06
1400000US06037542000,6037542000,2021,4708,12.09
1400000US06037542103,6037542103,2021,3685,12.09
1400000US06037542104,6037542104,2021,3286,12.1
1400000US06037542105,6037542105,2021,4781,12.14
1400000US06037542106,6037542106,2021,3369,12.12
1400000US06037542200,6037542200,2021,7155,12.22
1400000US06037542401,6037542401,2021,4735,12.15
1400000US06037542402,6037542402,2021,3350,12.25
1400000US06037542501,6037542501,2021,4891,12.13
1400000US06037542502,6037542502,2021,5006,12.13
1400000US06037542601,6037542601,2021,3295,12.1
1400000US06037542602,6037542602,2021,5934,12.13
1400000US06037542700,6037542700,2021,6129,12.11
1400000US06037542800,6037542800,2021,2980,12.12
1400000US06037542900,6037542900,2021,3254,12.14
1400000US06037543000,6037543000,2021,4531,12.11
1400000US06037543100,6037543100,2021,7254,12.14
1400000US06037543201,6037543201,2021,3605,12.19
1400000US06037543203,6037543203,2021,5824,12.21
1400000US06037543304,6037543304,2021,5872,12.15
1400000US06037543305,6037543305,2021,3732,12.34
1400000US06037543306,6037543306,2021,6230,12.06
1400000US06037543321,6037543321,2021,4746,12.14
1400000US06037543322,6037543322,2021,7959,12.16
1400000US06037543400,6037543400,2021,3731,12.09
1400000US06037543501,6037543501,2021,7457,11.98
1400000US06037543502,6037543502,2021,4218,12.06
1400000US06037543503,6037543503,2021,5696,12
1400000US06037543601,6037543601,2021,3781,11.94
1400000US06037543603,6037543603,2021,4301,11.93
1400000US06037543605,6037543605,2021,4623,11.93
1400000US06037543606,6037543606,2021,3241,11.93
1400000US06037543607,6037543607,2021,2634,11.94
1400000US06037543701,6037543701,2021,3057,11.97
1400000US06037543703,6037543703,2021,3370,11.79
1400000US06037543704,6037543704,2021,3377,11.94
1400000US06037543705,6037543705,2021,3260,11.94
1400000US06037543801,6037543801,2021,5159,12.07
1400000US06037543803,6037543803,2021,3610,11.98
1400000US06037543804,6037543804,2021,2868,11.98
1400000US06037543903,6037543903,2021,3740,12.04
1400000US06037543905,6037543905,2021,4636,11.97
1400000US06037544001,6037544001,2021,3752,12.13
1400000US06037544002,6037544002,2021,4155,11.87
1400000US06037550101,6037550101,2021,3192,11.93
1400000US06037550201,6037550201,2021,2673,12.04
1400000US06037550202,6037550202,2021,5710,11.98
1400000US06037550301,6037550301,2021,5512,12.11
1400000US06037550501,6037550501,2021,2777,12.15
1400000US06037550502,6037550502,2021,5533,12.16
1400000US06037550601,6037550601,2021,5960,12.16
1400000US06037550602,6037550602,2021,4328,12.15
1400000US06037550700,6037550700,2021,6104,12.17
1400000US06037550801,6037550801,2021,4046,12.12
1400000US06037550802,6037550802,2021,3350,12.12
1400000US06037550901,6037550901,2021,4141,12.17
1400000US06037550902,6037550902,2021,5803,12.16
1400000US06037551001,6037551001,2021,4276,12.15
1400000US06037551002,6037551002,2021,2887,12.15
1400000US06037551101,6037551101,2021,3964,12.05
1400000US06037551102,6037551102,2021,5427,12.18
1400000US06037551201,6037551201,2021,3272,12.06
1400000US06037551203,6037551203,2021,4045,12.05
1400000US06037551204,6037551204,2021,3795,12.05
1400000US06037551300,6037551300,2021,5449,12.12
1400000US06037551401,6037551401,2021,4534,12.01
1400000US06037551402,6037551402,2021,4677,12.07
1400000US06037551501,6037551501,2021,4644,11.98
1400000US06037551502,6037551502,2021,4898,11.97
1400000US06037551700,6037551700,2021,6262,11.98
1400000US06037551801,6037551801,2021,3721,12.06
1400000US06037551802,6037551802,2021,3546,12.06
1400000US06037551900,6037551900,2021,5203,11.97
1400000US06037552001,6037552001,2021,4188,11.97
1400000US06037552002,6037552002,2021,3409,11.9
1400000US06037552100,6037552100,2021,6624,11.9
1400000US06037552200,6037552200,2021,5686,11.92
1400000US06037552301,6037552301,2021,4482,11.92
1400000US06037552302,6037552302,2021,4107,11.94
1400000US06037552400,6037552400,2021,2423,11.96
1400000US06037552601,6037552601,2021,5260,11.94
1400000US06037552602,6037552602,2021,4416,11.95
1400000US06037552700,6037552700,2021,6819,11.92
1400000US06037552800,6037552800,2021,6198,11.9
1400000US06037552900,6037552900,2021,7156,11.95
1400000US06037553000,6037553000,2021,5033,11.96
1400000US06037553100,6037553100,2021,6770,11.86
1400000US06037553201,6037553201,2021,4119,12
1400000US06037553202,6037553202,2021,3505,12
1400000US06037553300,6037553300,2021,3214,11.94
1400000US06037553400,6037553400,2021,3495,11.92
1400000US06037553502,6037553502,2021,4066,11.95
1400000US06037553503,6037553503,2021,2906,12.01
1400000US06037553504,6037553504,2021,5363,12.01
1400000US06037553601,6037553601,2021,5223,12.05
1400000US06037553602,6037553602,2021,4752,12.05
1400000US06037553701,6037553701,2021,3981,12.06
1400000US06037553702,6037553702,2021,5061,12.09
1400000US06037553801,6037553801,2021,4954,12.09
1400000US06037553802,6037553802,2021,6881,12.14
1400000US06037553901,6037553901,2021,6773,11.97
1400000US06037553902,6037553902,2021,5415,12.02
1400000US06037554001,6037554001,2021,3756,11.93
1400000US06037554002,6037554002,2021,5856,11.93
1400000US06037554101,6037554101,2021,3548,11.91
1400000US06037554105,6037554105,2021,4478,11.82
1400000US06037554106,6037554106,2021,3810,11.91
1400000US06037554201,6037554201,2021,4356,11.83
1400000US06037554203,6037554203,2021,3730,11.83
1400000US06037554204,6037554204,2021,4313,11.95
1400000US06037554301,6037554301,2021,3499,12.02
1400000US06037554302,6037554302,2021,4393,11.87
1400000US06037554403,6037554403,2021,5848,11.89
1400000US06037554404,6037554404,2021,4206,11.77
1400000US06037554405,6037554405,2021,3015,11.82
1400000US06037554406,6037554406,2021,4766,11.81
1400000US06037554511,6037554511,2021,4140,11.92
1400000US06037554512,6037554512,2021,6455,11.91
1400000US06037554513,6037554513,2021,2758,11.92
1400000US06037554514,6037554514,2021,4700,11.89
1400000US06037554515,6037554515,2021,3793,11.72
1400000US06037554516,6037554516,2021,3885,11.87
1400000US06037554517,6037554517,2021,4510,11.89
1400000US06037554518,6037554518,2021,5511,11.92
1400000US06037554519,6037554519,2021,3498,11.87
1400000US06037554521,6037554521,2021,5949,11.78
1400000US06037554522,6037554522,2021,4944,11.74
1400000US06037554600,6037554600,2021,4173,11.93
1400000US06037554700,6037554700,2021,4328,11.94
1400000US06037554801,6037554801,2021,2744,11.91
1400000US06037554802,6037554802,2021,6378,11.89
1400000US06037554900,6037554900,2021,7636,11.88
1400000US06037555001,6037555001,2021,5321,11.73
1400000US06037555002,6037555002,2021,3625,11.71
1400000US06037555105,6037555105,2021,4656,11.73
1400000US06037555106,6037555106,2021,3769,11.7
1400000US06037555107,6037555107,2021,6178,11.78
1400000US06037555202,6037555202,2021,3661,11.67
1400000US06037555211,6037555211,2021,5652,11.68
1400000US06037555212,6037555212,2021,5578,11.68
1400000US06037555300,6037555300,2021,6119,11.92
1400000US06037570001,6037570001,2021,4764,11.74
1400000US06037570002,6037570002,2021,2679,11.77
1400000US06037570003,6037570003,2021,4119,11.85
1400000US06037570100,6037570100,2021,3192,11.95
1400000US06037570202,6037570202,2021,6124,12.19
1400000US06037570203,6037570203,2021,4165,12.08
1400000US06037570204,6037570204,2021,4201,11.99
1400000US06037570303,6037570303,2021,4471,12.47
1400000US06037570304,6037570304,2021,5094,12.96
1400000US06037570305,6037570305,2021,4458,12.5
1400000US06037570306,6037570306,2021,2815,12.5
1400000US06037570402,6037570402,2021,3400,12.78
1400000US06037570403,6037570403,2021,4832,12.43
1400000US06037570404,6037570404,2021,3676,12.39
1400000US06037570502,6037570502,2021,6588,12.08
1400000US06037570503,6037570503,2021,2917,12.26
1400000US06037570504,6037570504,2021,5125,12.26
1400000US06037570601,6037570601,2021,5610,12.21
1400000US06037570602,6037570602,2021,6177,12.02
1400000US06037570603,6037570603,2021,5172,11.94
1400000US06037570701,6037570701,2021,7372,11.81
1400000US06037570703,6037570703,2021,3376,11.91
1400000US06037570800,6037570800,2021,5300,11.71
1400000US06037570901,6037570901,2021,5752,11.75
1400000US06037570902,6037570902,2021,3583,11.67
1400000US06037571000,6037571000,2021,5628,11.72
1400000US06037571101,6037571101,2021,4402,11.64
1400000US06037571102,6037571102,2021,4073,11.62
1400000US06037571201,6037571201,2021,4068,11.64
1400000US06037571202,6037571202,2021,4076,11.64
1400000US06037571300,6037571300,2021,4484,11.66
1400000US06037571400,6037571400,2021,4307,11.73
1400000US06037571502,6037571502,2021,4739,11.84
1400000US06037571504,6037571504,2021,4442,11.73
1400000US06037571505,6037571505,2021,2798,11.84
1400000US06037571600,6037571600,2021,2309,12.15
1400000US06037571701,6037571701,2021,6247,12.32
1400000US06037571703,6037571703,2021,3557,12.32
1400000US06037571704,6037571704,2021,4076,12.15
1400000US06037571800,6037571800,2021,3373,11.72
1400000US06037571900,6037571900,2021,5413,11.59
1400000US06037572001,6037572001,2021,6524,11.46
1400000US06037572201,6037572201,2021,5592,11.46
1400000US06037572202,6037572202,2021,3614,11.6
1400000US06037572301,6037572301,2021,3804,11.73
1400000US06037572500,6037572500,2021,3643,11.79
1400000US06037572600,6037572600,2021,5357,11.68
1400000US06037572700,6037572700,2021,5268,11.69
1400000US06037573002,6037573002,2021,4086,11.66
1400000US06037573003,6037573003,2021,1843,11.64
1400000US06037573004,6037573004,2021,4577,11.66
1400000US06037573101,6037573101,2021,3331,11.6
1400000US06037573102,6037573102,2021,4216,11.6
1400000US06037573201,6037573201,2021,4597,11.71
1400000US06037573202,6037573202,2021,6379,11.71
1400000US06037573300,6037573300,2021,4158,11.76
1400000US06037573401,6037573401,2021,1642,11.57
1400000US06037573402,6037573402,2021,6384,11.67
1400000US06037573403,6037573403,2021,3448,11.64
1400000US06037573601,6037573601,2021,6450,11.67
1400000US06037573700,6037573700,2021,5009,11.59
1400000US06037573800,6037573800,2021,4309,11.66
1400000US06037573902,6037573902,2021,2031,11.63
1400000US06037574000,6037574000,2021,5165,11.59
1400000US06037574100,6037574100,2021,5014,11.65
1400000US06037574201,6037574201,2021,3100,11.64
1400000US06037574202,6037574202,2021,2222,11.65
1400000US06037574300,6037574300,2021,6052,11.6
1400000US06037574400,6037574400,2021,5474,11.6
1400000US06037574500,6037574500,2021,6631,11.55
1400000US06037574602,6037574602,2021,1291,11.51
1400000US06037574800,6037574800,2021,2961,11.5
1400000US06037574901,6037574901,2021,3697,11.58
1400000US06037574902,6037574902,2021,5549,11.56
1400000US06037575001,6037575001,2021,3757,11.66
1400000US06037575002,6037575002,2021,4843,11.59
1400000US06037575101,6037575101,2021,4339,11.65
1400000US06037575102,6037575102,2021,4151,11.65
1400000US06037575103,6037575103,2021,5171,11.62
1400000US06037575201,6037575201,2021,4772,11.76
1400000US06037575202,6037575202,2021,4175,11.65
1400000US06037575300,6037575300,2021,4360,11.7
1400000US06037575401,6037575401,2021,4788,11.69
1400000US06037575402,6037575402,2021,4129,11.7
1400000US06037575801,6037575801,2021,2254,11.71
1400000US06037575802,6037575802,2021,5664,11.71
1400000US06037575803,6037575803,2021,3229,11.71
1400000US06037575901,6037575901,2021,3553,11.71
1400000US06037575902,6037575902,2021,5208,11.74
1400000US06037576001,6037576001,2021,5357,11.74
1400000US06037576200,6037576200,2021,5324,11.65
1400000US06037576301,6037576301,2021,4165,11.7
1400000US06037576302,6037576302,2021,4077,11.7
1400000US06037576401,6037576401,2021,5021,11.67
1400000US06037576402,6037576402,2021,5015,11.67
1400000US06037576403,6037576403,2021,5140,11.65
1400000US06037576501,6037576501,2021,2986,11.63
1400000US06037576502,6037576502,2021,4658,11.63
1400000US06037576503,6037576503,2021,4469,11.63
1400000US06037576601,6037576601,2021,4108,11.65
1400000US06037576602,6037576602,2021,4423,11.65
1400000US06037576700,6037576700,2021,3935,11.58
1400000US06037576801,6037576801,2021,4070,11.61
1400000US06037576802,6037576802,2021,4061,11.58
1400000US06037576901,6037576901,2021,5357,11.61
1400000US06037576903,6037576903,2021,3644,11.62
1400000US06037576904,6037576904,2021,3157,11.61
1400000US06037577000,6037577000,2021,7288,11.56
1400000US06037577100,6037577100,2021,7185,11.57
1400000US06037577200,6037577200,2021,5848,11.53
1400000US06037577300,6037577300,2021,5431,11.56
1400000US06037577400,6037577400,2021,2947,11.56
1400000US06037577501,6037577501,2021,3370,11.49
1400000US06037577504,6037577504,2021,1378,11.49
1400000US06037577602,6037577602,2021,3259,11.49
1400000US06037577604,6037577604,2021,1367,11.49
1400000US06037577605,6037577605,2021,4816,11.53
1400000US06037577606,6037577606,2021,3641,11.53
1400000US06037577700,6037577700,2021,4865,11.66
1400000US06037577800,6037577800,2021,4224,12.13
1400000US06037577900,6037577900,2021,5746,10.93
1400000US06037578000,6037578000,2021,6346,11.68
1400000US06037578100,6037578100,2021,2409,11.5
1400000US06037599000,6037599000,2021,3684,7.98
1400000US06037600100,6037600100,2021,7410,12.09
1400000US06037600201,6037600201,2021,5063,12.06
1400000US06037600202,6037600202,2021,7767,12.06
1400000US06037600302,6037600302,2021,3086,12.09
1400000US06037600303,6037600303,2021,3883,12.09
1400000US06037600304,6037600304,2021,3910,12.09
1400000US06037600400,6037600400,2021,4147,12.11
1400000US06037600501,6037600501,2021,2712,12.11
1400000US06037600601,6037600601,2021,2653,12.11
1400000US06037600602,6037600602,2021,2542,11.98
1400000US06037600702,6037600702,2021,4262,12.03
1400000US06037600703,6037600703,2021,1783,12.02
1400000US06037600704,6037600704,2021,3417,12.05
1400000US06037600801,6037600801,2021,3199,12.02
1400000US06037600802,6037600802,2021,2485,11.86
1400000US06037600902,6037600902,2021,6491,11.91
1400000US06037600911,6037600911,2021,3146,11.89
1400000US06037600912,6037600912,2021,5659,11.92
1400000US06037601001,6037601001,2021,2381,11.94
1400000US06037601002,6037601002,2021,5167,12.02
1400000US06037601100,6037601100,2021,6869,12.02
1400000US06037601202,6037601202,2021,4000,12.04
1400000US06037601211,6037601211,2021,2880,11.92
1400000US06037601212,6037601212,2021,6774,12.04
1400000US06037601301,6037601301,2021,1921,11.87
1400000US06037601302,6037601302,2021,7333,11.88
1400000US06037601303,6037601303,2021,5084,11.87
1400000US06037601401,6037601401,2021,5949,11.93
1400000US06037601402,6037601402,2021,4793,12.07
1400000US06037601501,6037601501,2021,3918,12.04
1400000US06037601502,6037601502,2021,4059,12.04
1400000US06037601600,6037601600,2021,4439,12.01
1400000US06037601700,6037601700,2021,4978,11.96
1400000US06037601801,6037601801,2021,2834,11.99
1400000US06037601802,6037601802,2021,3945,11.96
1400000US06037601900,6037601900,2021,4847,12
1400000US06037602002,6037602002,2021,3057,11.99
1400000US06037602003,6037602003,2021,4760,12
1400000US06037602103,6037602103,2021,6650,11.98
1400000US06037602104,6037602104,2021,6239,11.92
1400000US06037602105,6037602105,2021,4116,12.06
1400000US06037602106,6037602106,2021,5403,11.96
