geoid,geoid20,year,denom_total_pop,pm25_concentration
1400000US06037482701,6037482701,2017,4298,12.05
1400000US06037482702,6037482702,2017,2397,12.05
1400000US06037482801,6037482801,2017,4074,12.05
1400000US06037500100,6037500100,2017,3823,11.65
1400000US06037500202,6037500202,2017,4935,12.05
1400000US06037500203,6037500203,2017,1596,11.63
1400000US06037500204,6037500204,2017,4550,11.63
1400000US06037500300,6037500300,2017,2983,12.05
1400000US06037500402,6037500402,2017,4910,12.05
1400000US06037500403,6037500403,2017,3851,12.05
1400000US06037500404,6037500404,2017,4666,12.05
1400000US06037500500,6037500500,2017,2594,12.05
1400000US06037500600,6037500600,2017,5688,12.05
1400000US06037500700,6037500700,2017,6496,12.05
1400000US06037500800,6037500800,2017,5563,12.05
1400000US06037500900,6037500900,2017,6349,12.05
1400000US06037501001,6037501001,2017,2618,12.05
1400000US06037501002,6037501002,2017,4861,12.05
1400000US06037501200,6037501200,2017,5057,12.05
1400000US06037501301,6037501301,2017,3116,12.05
1400000US06037501302,6037501302,2017,4122,12.05
1400000US06037501400,6037501400,2017,3978,12.05
1400000US06037501501,6037501501,2017,2244,12.05
1400000US06037501503,6037501503,2017,5016,12.05
1400000US06037501504,6037501504,2017,3592,12.05
1400000US06037501600,6037501600,2017,7898,12.05
1400000US06037501700,6037501700,2017,3695,12.05
1400000US06037501802,6037501802,2017,3326,12.05
1400000US06037501803,6037501803,2017,4705,12.05
1400000US06037501804,6037501804,2017,2131,12.05
1400000US06037501900,6037501900,2017,4267,12.05
1400000US06037502003,6037502003,2017,2693,12.05
1400000US06037502004,6037502004,2017,4359,12.05
1400000US06037502005,6037502005,2017,4197,12.05
1400000US06037502100,6037502100,2017,5150,12.05
1400000US06037502200,6037502200,2017,6492,12.05
1400000US06037502303,6037502303,2017,8393,12.05
1400000US06037502401,6037502401,2017,4747,12.05
1400000US06037502402,6037502402,2017,3823,12.05
1400000US06037502500,6037502500,2017,4215,12.05
1400000US06037502602,6037502602,2017,4321,12.05
1400000US06037502603,6037502603,2017,3636,12.05
1400000US06037502604,6037502604,2017,3509,12.05
1400000US06037502700,6037502700,2017,6956,12.05
1400000US06037502801,6037502801,2017,6231,12.05
1400000US06037502901,6037502901,2017,5413,12.05
1400000US06037503000,6037503000,2017,6057,12.05
1400000US06037503103,6037503103,2017,5004,12.05
1400000US06037503104,6037503104,2017,2719,12.05
1400000US06037503105,6037503105,2017,3634,12.05
1400000US06037503106,6037503106,2017,3795,11.63
1400000US06037503201,6037503201,2017,3912,12.05
1400000US06037503202,6037503202,2017,4462,12.05
1400000US06037503301,6037503301,2017,3394,12.05
1400000US06037503302,6037503302,2017,6271,12.05
1400000US06037503401,6037503401,2017,6610,11.63
1400000US06037503402,6037503402,2017,4323,11.63
1400000US06037503501,6037503501,2017,6481,12.05
1400000US06037503502,6037503502,2017,4060,11.63
1400000US06037503601,6037503601,2017,4168,11.63
1400000US06037503602,6037503602,2017,3793,11.21
1400000US06037503701,6037503701,2017,4717,11.21
1400000US06037503702,6037503702,2017,4872,11.21
1400000US06037503704,6037503704,2017,4490,11.21
1400000US06037503705,6037503705,2017,3514,11.21
1400000US06037503801,6037503801,2017,4080,11.21
1400000US06037503802,6037503802,2017,5054,11.21
1400000US06037503901,6037503901,2017,2702,11.21
1400000US06037503902,6037503902,2017,4636,11.21
1400000US06037504001,6037504001,2017,5709,11.63
1400000US06037504002,6037504002,2017,5383,11.63
1400000US06037504101,6037504101,2017,5126,11.63
1400000US06037504200,6037504200,2017,5642,12.05
1400000US06037530005,6037530005,2017,4346,12.05
1400000US06037530006,6037530006,2017,3963,12.05
1400000US06037530007,6037530007,2017,6678,12.05
1400000US06037530101,6037530101,2017,5400,12.05
1400000US06037530102,6037530102,2017,5116,12.05
1400000US06037530202,6037530202,2017,4063,12.05
1400000US06037530203,6037530203,2017,3238,12.05
1400000US06037530204,6037530204,2017,3682,12.05
1400000US06037530301,6037530301,2017,2168,12.05
1400000US06037530302,6037530302,2017,6556,12.05
1400000US06037530400,6037530400,2017,3683,12.05
1400000US06037530500,6037530500,2017,4567,12.47
1400000US06037530603,6037530603,2017,5021,12.47
1400000US06037530700,6037530700,2017,2213,12.47
1400000US06037530801,6037530801,2017,6325,12.89
1400000US06037530802,6037530802,2017,3668,12.89
1400000US06037530901,6037530901,2017,4080,12.89
1400000US06037530902,6037530902,2017,4160,12.89
1400000US06037531000,6037531000,2017,5629,12.89
1400000US06037531101,6037531101,2017,5091,12.89
1400000US06037531102,6037531102,2017,3548,12.89
1400000US06037531201,6037531201,2017,5335,12.89
1400000US06037531202,6037531202,2017,4747,12.89
1400000US06037531301,6037531301,2017,5601,12.47
1400000US06037531302,6037531302,2017,6709,12.47
1400000US06037531502,6037531502,2017,3273,12.05
1400000US06037531503,6037531503,2017,3116,12.47
1400000US06037531504,6037531504,2017,4414,12.47
1400000US06037531602,6037531602,2017,4494,12.05
1400000US06037531603,6037531603,2017,3568,12.05
1400000US06037531604,6037531604,2017,3580,12.05
1400000US06037531701,6037531701,2017,5718,12.05
1400000US06037531702,6037531702,2017,4754,12.05
1400000US06037531800,6037531800,2017,5066,12.05
1400000US06037531901,6037531901,2017,6529,12.05
1400000US06037531902,6037531902,2017,4077,12.05
1400000US06037532001,6037532001,2017,3415,12.05
1400000US06037532002,6037532002,2017,3151,12.05
1400000US06037532101,6037532101,2017,6663,12.05
1400000US06037532102,6037532102,2017,3574,12.05
1400000US06037532200,6037532200,2017,6836,12.05
1400000US06037532302,6037532302,2017,4707,12.47
1400000US06037532303,6037532303,2017,4464,12.05
1400000US06037532304,6037532304,2017,5156,12.05
1400000US06037532500,6037532500,2017,4078,12.47
1400000US06037532605,6037532605,2017,3715,12.05
1400000US06037532606,6037532606,2017,4284,12.05
1400000US06037532607,6037532607,2017,6858,12.09
1400000US06037532700,6037532700,2017,2257,12.47
1400000US06037532800,6037532800,2017,4409,12.47
1400000US06037532900,6037532900,2017,6681,12.05
1400000US06037533001,6037533001,2017,4527,12.05
1400000US06037533002,6037533002,2017,1672,12.05
1400000US06037533103,6037533103,2017,4727,12.05
1400000US06037533104,6037533104,2017,4356,12.05
1400000US06037533105,6037533105,2017,2580,12.05
1400000US06037533108,6037533108,2017,5388,12.05
1400000US06037533201,6037533201,2017,2805,12.05
1400000US06037533204,6037533204,2017,4589,12.05
1400000US06037533300,6037533300,2017,3558,12.47
1400000US06037533401,6037533401,2017,5004,12.05
1400000US06037533402,6037533402,2017,4105,12.05
1400000US06037533403,6037533403,2017,2973,12.05
1400000US06037533501,6037533501,2017,3090,12.05
1400000US06037533504,6037533504,2017,4063,12.05
1400000US06037533601,6037533601,2017,4484,12.05
1400000US06037533602,6037533602,2017,5420,12.05
1400000US06037533603,6037533603,2017,6617,12.05
1400000US06037533701,6037533701,2017,3934,12.05
1400000US06037533702,6037533702,2017,3524,12.05
1400000US06037533703,6037533703,2017,2771,12.05
1400000US06037533803,6037533803,2017,6359,12.05
1400000US06037533804,6037533804,2017,4543,12.05
1400000US06037533805,6037533805,2017,3636,12.05
1400000US06037533806,6037533806,2017,3198,12.05
1400000US06037533901,6037533901,2017,6065,12.05
1400000US06037533902,6037533902,2017,4051,12.05
1400000US06037534001,6037534001,2017,5613,12.05
1400000US06037534002,6037534002,2017,4352,12.05
1400000US06037534101,6037534101,2017,2295,12.05
1400000US06037534102,6037534102,2017,6263,12.05
1400000US06037534201,6037534201,2017,4439,12.05
1400000US06037534202,6037534202,2017,5790,12.05
1400000US06037534203,6037534203,2017,3204,12.05
1400000US06037534301,6037534301,2017,4636,12.05
1400000US06037534302,6037534302,2017,4446,12.05
1400000US06037534403,6037534403,2017,2992,12.05
1400000US06037534404,6037534404,2017,3647,12.05
1400000US06037534405,6037534405,2017,4292,12.05
1400000US06037534406,6037534406,2017,4754,12.05
1400000US06037534501,6037534501,2017,5201,12.05
1400000US06037534502,6037534502,2017,4213,12.05
1400000US06037534700,6037534700,2017,4283,12.05
1400000US06037534802,6037534802,2017,2875,12.05
1400000US06037534803,6037534803,2017,4930,12.05
1400000US06037534804,6037534804,2017,3878,12.05
1400000US06037534900,6037534900,2017,6569,12.05
1400000US06037535001,6037535001,2017,4325,12.05
1400000US06037535002,6037535002,2017,3681,12.05
1400000US06037535101,6037535101,2017,7306,12.05
1400000US06037535102,6037535102,2017,4517,12.05
1400000US06037535200,6037535200,2017,5820,12.05
1400000US06037535300,6037535300,2017,6251,12.05
1400000US06037535400,6037535400,2017,2822,12.05
1400000US06037535501,6037535501,2017,3866,12.05
1400000US06037535502,6037535502,2017,4958,12.05
1400000US06037535503,6037535503,2017,2497,12.05
1400000US06037535603,6037535603,2017,3493,12.05
1400000US06037535604,6037535604,2017,4435,12.05
1400000US06037535605,6037535605,2017,4153,12.05
1400000US06037535606,6037535606,2017,1860,12.05
1400000US06037535607,6037535607,2017,4775,12.05
1400000US06037535701,6037535701,2017,6050,12.05
1400000US06037535702,6037535702,2017,5522,12.05
1400000US06037535802,6037535802,2017,6814,12.05
1400000US06037535803,6037535803,2017,4458,12.05
1400000US06037535804,6037535804,2017,5498,12.05
1400000US06037535901,6037535901,2017,5757,12.05
1400000US06037535902,6037535902,2017,6519,12.05
1400000US06037536000,6037536000,2017,3720,12.05
1400000US06037536102,6037536102,2017,3164,12.05
1400000US06037536103,6037536103,2017,5516,12.05
1400000US06037536104,6037536104,2017,4052,12.05
1400000US06037536201,6037536201,2017,5112,12.05
1400000US06037536202,6037536202,2017,3039,12.05
1400000US06037540000,6037540000,2017,5521,12.05
1400000US06037540101,6037540101,2017,6483,12.05
1400000US06037540102,6037540102,2017,6972,12.05
1400000US06037540201,6037540201,2017,2370,12.05
1400000US06037540202,6037540202,2017,6845,12.05
1400000US06037540203,6037540203,2017,5594,12.05
1400000US06037540300,6037540300,2017,5267,12.05
1400000US06037540400,6037540400,2017,2384,12.05
1400000US06037540501,6037540501,2017,6943,12.05
1400000US06037540502,6037540502,2017,6552,12.05
1400000US06037540600,6037540600,2017,4271,12.05
1400000US06037540700,6037540700,2017,3014,12.05
1400000US06037540800,6037540800,2017,5042,12.05
1400000US06037540901,6037540901,2017,4994,12.05
1400000US06037540902,6037540902,2017,4506,12.05
1400000US06037541003,6037541003,2017,4373,12.05
1400000US06037541100,6037541100,2017,3321,12.05
1400000US06037541200,6037541200,2017,5662,12.05
1400000US06037541300,6037541300,2017,6044,12.05
1400000US06037541401,6037541401,2017,4384,12.05
1400000US06037541402,6037541402,2017,2651,12.05
1400000US06037541500,6037541500,2017,6070,12.05
1400000US06037541603,6037541603,2017,2983,12.05
1400000US06037541604,6037541604,2017,6207,12.05
1400000US06037541605,6037541605,2017,5323,12.05
1400000US06037541606,6037541606,2017,2506,12.05
1400000US06037541700,6037541700,2017,6366,12.05
1400000US06037541801,6037541801,2017,4903,12.05
1400000US06037541802,6037541802,2017,5464,12.05
1400000US06037542000,6037542000,2017,5732,12.05
1400000US06037542103,6037542103,2017,4114,12.05
1400000US06037542104,6037542104,2017,3334,12.05
1400000US06037542105,6037542105,2017,5200,12.05
1400000US06037542106,6037542106,2017,3226,12.05
1400000US06037542200,6037542200,2017,6962,12.05
1400000US06037542401,6037542401,2017,4912,12.05
1400000US06037542402,6037542402,2017,3183,12.05
1400000US06037542501,6037542501,2017,4307,12.05
1400000US06037542502,6037542502,2017,4284,12.05
1400000US06037542601,6037542601,2017,3016,12.05
1400000US06037542602,6037542602,2017,5496,12.05
1400000US06037542700,6037542700,2017,5720,12.05
1400000US06037542800,6037542800,2017,3123,12.05
1400000US06037542900,6037542900,2017,3285,12.05
1400000US06037543000,6037543000,2017,4345,12.05
1400000US06037543100,6037543100,2017,6759,12.05
1400000US06037543201,6037543201,2017,3607,12.05
1400000US06037543203,6037543203,2017,5563,12.05
1400000US06037543304,6037543304,2017,6061,12.05
1400000US06037543305,6037543305,2017,2635,11.63
1400000US06037543306,6037543306,2017,5716,11.63
1400000US06037543321,6037543321,2017,4722,12.05
1400000US06037543322,6037543322,2017,6611,12.05
1400000US06037543400,6037543400,2017,4090,12.05
1400000US06037543501,6037543501,2017,6805,11.63
1400000US06037543502,6037543502,2017,4560,12.05
1400000US06037543503,6037543503,2017,5687,11.63
1400000US06037543601,6037543601,2017,3910,11.21
1400000US06037543603,6037543603,2017,3690,11.21
1400000US06037543605,6037543605,2017,4563,11.63
1400000US06037543606,6037543606,2017,3199,11.63
1400000US06037543607,6037543607,2017,2833,11.21
1400000US06037543701,6037543701,2017,2994,11.21
1400000US06037543703,6037543703,2017,3472,11.21
1400000US06037543704,6037543704,2017,3604,11.21
1400000US06037543705,6037543705,2017,3479,11.21
1400000US06037543801,6037543801,2017,5263,12.05
1400000US06037543803,6037543803,2017,3971,11.63
1400000US06037543804,6037543804,2017,3155,11.63
1400000US06037543903,6037543903,2017,3804,11.63
1400000US06037543905,6037543905,2017,4510,11.21
1400000US06037544001,6037544001,2017,3930,11.21
1400000US06037544002,6037544002,2017,4129,11.21
1400000US06037550101,6037550101,2017,3274,12.05
1400000US06037550201,6037550201,2017,2700,12.05
1400000US06037550202,6037550202,2017,5496,12.05
1400000US06037550301,6037550301,2017,5057,12.05
1400000US06037550501,6037550501,2017,2609,12.05
1400000US06037550502,6037550502,2017,5195,12.05
1400000US06037550601,6037550601,2017,5639,12.05
1400000US06037550602,6037550602,2017,4211,12.05
1400000US06037550700,6037550700,2017,6921,12.05
1400000US06037550801,6037550801,2017,3919,12.05
1400000US06037550802,6037550802,2017,3244,12.05
1400000US06037550901,6037550901,2017,3762,12.05
1400000US06037550902,6037550902,2017,5572,12.05
1400000US06037551001,6037551001,2017,4229,12.05
1400000US06037551002,6037551002,2017,2855,12.05
1400000US06037551101,6037551101,2017,3926,12.05
1400000US06037551102,6037551102,2017,5503,12.05
1400000US06037551201,6037551201,2017,3588,12.05
1400000US06037551203,6037551203,2017,3955,12.05
1400000US06037551204,6037551204,2017,3711,12.05
1400000US06037551300,6037551300,2017,5422,12.05
1400000US06037551401,6037551401,2017,4245,12.05
1400000US06037551402,6037551402,2017,4468,12.05
1400000US06037551501,6037551501,2017,4914,12.05
1400000US06037551502,6037551502,2017,4250,12.05
1400000US06037551700,6037551700,2017,6547,12.05
1400000US06037551801,6037551801,2017,3857,12.05
1400000US06037551802,6037551802,2017,3676,12.05
1400000US06037551900,6037551900,2017,5344,12.05
1400000US06037552001,6037552001,2017,4105,12.05
1400000US06037552002,6037552002,2017,3721,12.05
1400000US06037552100,6037552100,2017,5891,12.05
1400000US06037552200,6037552200,2017,6835,12.05
1400000US06037552301,6037552301,2017,4900,12.05
1400000US06037552302,6037552302,2017,3648,11.63
1400000US06037552400,6037552400,2017,2794,11.63
1400000US06037552601,6037552601,2017,5720,11.63
1400000US06037552602,6037552602,2017,4191,11.63
1400000US06037552700,6037552700,2017,6985,11.63
1400000US06037552800,6037552800,2017,6401,12.05
1400000US06037552900,6037552900,2017,6881,11.63
1400000US06037553000,6037553000,2017,4825,12.05
1400000US06037553100,6037553100,2017,6298,11.63
1400000US06037553201,6037553201,2017,3805,12.05
1400000US06037553202,6037553202,2017,3238,12.05
1400000US06037553300,6037553300,2017,3390,12.05
1400000US06037553400,6037553400,2017,3861,12.05
1400000US06037553502,6037553502,2017,4183,12.05
1400000US06037553503,6037553503,2017,2768,12.05
1400000US06037553504,6037553504,2017,5368,12.05
1400000US06037553601,6037553601,2017,5262,12.05
1400000US06037553602,6037553602,2017,4730,12.05
1400000US06037553701,6037553701,2017,4176,12.05
1400000US06037553702,6037553702,2017,5236,12.05
1400000US06037553801,6037553801,2017,4174,12.05
1400000US06037553802,6037553802,2017,6342,12.05
1400000US06037553901,6037553901,2017,6896,12.05
1400000US06037553902,6037553902,2017,5809,12.05
1400000US06037554001,6037554001,2017,4171,12.05
1400000US06037554002,6037554002,2017,5659,12.05
1400000US06037554101,6037554101,2017,3799,12.05
1400000US06037554105,6037554105,2017,4569,12.05
1400000US06037554106,6037554106,2017,4172,12.05
1400000US06037554201,6037554201,2017,4108,12.05
1400000US06037554203,6037554203,2017,3689,12.05
1400000US06037554204,6037554204,2017,4391,12.05
1400000US06037554301,6037554301,2017,3554,12.05
1400000US06037554302,6037554302,2017,3916,12.05
1400000US06037554403,6037554403,2017,5483,12.05
1400000US06037554404,6037554404,2017,4447,12.05
1400000US06037554405,6037554405,2017,3040,11.63
1400000US06037554406,6037554406,2017,4875,11.63
1400000US06037554511,6037554511,2017,4029,11.21
1400000US06037554512,6037554512,2017,6108,11.21
1400000US06037554513,6037554513,2017,2507,11.21
1400000US06037554514,6037554514,2017,4322,11.21
1400000US06037554515,6037554515,2017,3703,11.21
1400000US06037554516,6037554516,2017,3902,11.21
1400000US06037554517,6037554517,2017,4883,11.21
1400000US06037554518,6037554518,2017,5435,11.21
1400000US06037554519,6037554519,2017,3613,11.21
1400000US06037554521,6037554521,2017,5752,11.63
1400000US06037554522,6037554522,2017,4787,11.21
1400000US06037554600,6037554600,2017,4374,11.63
1400000US06037554700,6037554700,2017,4874,11.21
1400000US06037554801,6037554801,2017,3366,11.21
1400000US06037554802,6037554802,2017,6165,11.21
1400000US06037554900,6037554900,2017,6991,11.21
1400000US06037555001,6037555001,2017,5411,11.21
1400000US06037555002,6037555002,2017,3475,11.21
1400000US06037555105,6037555105,2017,4935,11.21
1400000US06037555106,6037555106,2017,4002,11.21
1400000US06037555107,6037555107,2017,6084,11.21
1400000US06037555202,6037555202,2017,3399,11.21
1400000US06037555211,6037555211,2017,5818,11.21
1400000US06037555212,6037555212,2017,5032,11.21
1400000US06037555300,6037555300,2017,5390,12.05
1400000US06037570001,6037570001,2017,4463,11.63
1400000US06037570002,6037570002,2017,2699,11.63
1400000US06037570003,6037570003,2017,4447,11.63
1400000US06037570100,6037570100,2017,2837,11.63
1400000US06037570202,6037570202,2017,6415,12.05
1400000US06037570203,6037570203,2017,3973,12.05
1400000US06037570204,6037570204,2017,4130,12.05
1400000US06037570303,6037570303,2017,4247,11.63
1400000US06037570304,6037570304,2017,5171,11.63
1400000US06037570305,6037570305,2017,4493,12.05
1400000US06037570306,6037570306,2017,2837,12.05
1400000US06037570402,6037570402,2017,3496,12.05
1400000US06037570403,6037570403,2017,4587,12.05
1400000US06037570404,6037570404,2017,3501,12.05
1400000US06037570502,6037570502,2017,6616,11.63
1400000US06037570503,6037570503,2017,2691,11.63
1400000US06037570504,6037570504,2017,4728,11.63
1400000US06037570601,6037570601,2017,5421,11.63
1400000US06037570602,6037570602,2017,6356,11.63
1400000US06037570603,6037570603,2017,4435,11.21
1400000US06037570701,6037570701,2017,6569,11.21
1400000US06037570703,6037570703,2017,3463,11.21
1400000US06037570800,6037570800,2017,5540,11.21
1400000US06037570901,6037570901,2017,5647,11.21
1400000US06037570902,6037570902,2017,3616,11.21
1400000US06037571000,6037571000,2017,5747,11.21
1400000US06037571101,6037571101,2017,4574,11.21
1400000US06037571102,6037571102,2017,3877,11.21
1400000US06037571201,6037571201,2017,3895,11.21
1400000US06037571202,6037571202,2017,3903,11.21
1400000US06037571300,6037571300,2017,4414,11.21
1400000US06037571400,6037571400,2017,4246,11.21
1400000US06037571502,6037571502,2017,4661,11.21
1400000US06037571504,6037571504,2017,4626,11.21
1400000US06037571505,6037571505,2017,2670,11.21
1400000US06037571600,6037571600,2017,2039,11.21
1400000US06037571701,6037571701,2017,6352,11.63
1400000US06037571703,6037571703,2017,3667,11.21
1400000US06037571704,6037571704,2017,4107,11.21
1400000US06037571800,6037571800,2017,3318,11.21
1400000US06037571900,6037571900,2017,5509,11.21
1400000US06037572001,6037572001,2017,5836,11.21
1400000US06037572201,6037572201,2017,6197,11.21
1400000US06037572202,6037572202,2017,3609,11.21
1400000US06037572301,6037572301,2017,3795,11.21
1400000US06037572500,6037572500,2017,3365,11.21
1400000US06037572600,6037572600,2017,5370,11.21
1400000US06037572700,6037572700,2017,5499,11.21
1400000US06037573002,6037573002,2017,3990,11.21
1400000US06037573003,6037573003,2017,1802,11.21
1400000US06037573004,6037573004,2017,5153,11.21
1400000US06037573101,6037573101,2017,3163,11.21
1400000US06037573102,6037573102,2017,4002,11.21
1400000US06037573201,6037573201,2017,4930,11.21
1400000US06037573202,6037573202,2017,6230,11.21
1400000US06037573300,6037573300,2017,4323,11.21
1400000US06037573401,6037573401,2017,1439,11.21
1400000US06037573402,6037573402,2017,6430,11.21
1400000US06037573403,6037573403,2017,3143,11.21
1400000US06037573601,6037573601,2017,6162,11.21
1400000US06037573700,6037573700,2017,4554,11.21
1400000US06037573800,6037573800,2017,4284,11.21
1400000US06037573902,6037573902,2017,2091,11.21
1400000US06037574000,6037574000,2017,5277,11.21
1400000US06037574100,6037574100,2017,5098,11.21
1400000US06037574201,6037574201,2017,3117,11.21
1400000US06037574202,6037574202,2017,2133,11.21
1400000US06037574300,6037574300,2017,5795,11.21
1400000US06037574400,6037574400,2017,5141,11.21
1400000US06037574500,6037574500,2017,6357,11.21
1400000US06037574602,6037574602,2017,1277,11.21
1400000US06037574800,6037574800,2017,3000,11.21
1400000US06037574901,6037574901,2017,3725,11.21
1400000US06037574902,6037574902,2017,4783,11.21
1400000US06037575001,6037575001,2017,3671,11.21
1400000US06037575002,6037575002,2017,4627,11.21
1400000US06037575101,6037575101,2017,4754,11.21
1400000US06037575102,6037575102,2017,4510,11.21
1400000US06037575103,6037575103,2017,5119,11.21
1400000US06037575201,6037575201,2017,4667,11.21
1400000US06037575202,6037575202,2017,4916,11.21
1400000US06037575300,6037575300,2017,4947,11.21
1400000US06037575401,6037575401,2017,5155,11.21
1400000US06037575402,6037575402,2017,4065,11.21
1400000US06037575801,6037575801,2017,2446,11.21
1400000US06037575802,6037575802,2017,5167,11.21
1400000US06037575803,6037575803,2017,2837,11.21
1400000US06037575901,6037575901,2017,3454,11.21
1400000US06037575902,6037575902,2017,4762,11.21
1400000US06037576001,6037576001,2017,5157,11.21
1400000US06037576200,6037576200,2017,6158,11.21
1400000US06037576301,6037576301,2017,4176,11.21
1400000US06037576302,6037576302,2017,4101,11.21
1400000US06037576401,6037576401,2017,4779,11.21
1400000US06037576402,6037576402,2017,5181,11.21
1400000US06037576403,6037576403,2017,5033,11.21
1400000US06037576501,6037576501,2017,3369,11.21
1400000US06037576502,6037576502,2017,4543,11.21
1400000US06037576503,6037576503,2017,4454,11.21
1400000US06037576601,6037576601,2017,4210,11.21
1400000US06037576602,6037576602,2017,3995,11.21
1400000US06037576700,6037576700,2017,4047,11.21
1400000US06037576801,6037576801,2017,4325,11.21
1400000US06037576802,6037576802,2017,3992,11.21
1400000US06037576901,6037576901,2017,6092,11.21
1400000US06037576903,6037576903,2017,3802,11.21
1400000US06037576904,6037576904,2017,3288,11.21
1400000US06037577000,6037577000,2017,6995,11.21
1400000US06037577100,6037577100,2017,6700,11.21
1400000US06037577200,6037577200,2017,5414,11.21
1400000US06037577300,6037577300,2017,5547,11.21
1400000US06037577400,6037577400,2017,3253,11.21
1400000US06037577501,6037577501,2017,3435,11.21
1400000US06037577504,6037577504,2017,1448,11.21
1400000US06037577602,6037577602,2017,3441,11.21
1400000US06037577604,6037577604,2017,1388,11.21
1400000US06037577605,6037577605,2017,4701,11.21
1400000US06037577606,6037577606,2017,3554,11.21
1400000US06037577700,6037577700,2017,4504,11.21
1400000US06037577800,6037577800,2017,4269,12.05
1400000US06037577900,6037577900,2017,5369,11.21
1400000US06037578000,6037578000,2017,6089,11.21
1400000US06037578100,6037578100,2017,1980,11.21
1400000US06037599000,6037599000,2017,3569,0
1400000US06037600100,6037600100,2017,6657,12.05
1400000US06037600201,6037600201,2017,4600,12.05
1400000US06037600202,6037600202,2017,6205,12.05
1400000US06037600302,6037600302,2017,3317,12.05
1400000US06037600303,6037600303,2017,3664,12.05
1400000US06037600304,6037600304,2017,3424,12.05
1400000US06037600400,6037600400,2017,3986,12.05
1400000US06037600501,6037600501,2017,2478,12.05
1400000US06037600601,6037600601,2017,2461,12.05
1400000US06037600602,6037600602,2017,2551,12.05
1400000US06037600702,6037600702,2017,4148,12.05
1400000US06037600703,6037600703,2017,1914,12.05
1400000US06037600704,6037600704,2017,3014,12.05
1400000US06037600801,6037600801,2017,3245,12.05
1400000US06037600802,6037600802,2017,2597,12.05
1400000US06037600902,6037600902,2017,6613,12.05
1400000US06037600911,6037600911,2017,3349,12.05
1400000US06037600912,6037600912,2017,5517,12.05
1400000US06037601001,6037601001,2017,2154,12.05
1400000US06037601002,6037601002,2017,5311,12.05
1400000US06037601100,6037601100,2017,6533,12.05
1400000US06037601202,6037601202,2017,4115,12.05
1400000US06037601211,6037601211,2017,2823,12.05
1400000US06037601212,6037601212,2017,6511,12.05
1400000US06037601301,6037601301,2017,1915,12.05
1400000US06037601302,6037601302,2017,6856,12.05
1400000US06037601303,6037601303,2017,4879,12.05
1400000US06037601401,6037601401,2017,4683,12.05
1400000US06037601402,6037601402,2017,5059,12.05
1400000US06037601501,6037601501,2017,3890,12.05
1400000US06037601502,6037601502,2017,3963,12.05
1400000US06037601600,6037601600,2017,4375,12.05
1400000US06037601700,6037601700,2017,5483,12.05
1400000US06037601801,6037601801,2017,3789,12.05
1400000US06037601802,6037601802,2017,4658,12.05
1400000US06037601900,6037601900,2017,5685,12.05
1400000US06037602002,6037602002,2017,3195,12.05
1400000US06037602003,6037602003,2017,5124,12.05
1400000US06037602103,6037602103,2017,6992,12.05
1400000US06037602104,6037602104,2017,5579,12.05
1400000US06037602105,6037602105,2017,4273,12.05
1400000US06037602106,6037602106,2017,5702,12.05
1400000US06037602201,6037602201,2017,5596,12.05
1400000US06037602202,6037602202,2017,1718,12.05
1400000US06037602301,6037602301,2017,6265,12.05
1400000US06037602302,6037602302,2017,3552,12.05
1400000US06037602402,6037602402,2017,6769,12.05
1400000US06037602403,6037602403,2017,5230,12.05
1400000US06037602404,6037602404,2017,5863,12.05
1400000US06037602504,6037602504,2017,4407,12.05
1400000US06037602505,6037602505,2017,4072,12.05
1400000US06037602506,6037602506,2017,4329,12.05
1400000US06037602507,6037602507,2017,4156,12.05
1400000US06037602510,6037602510,2017,3519,12.05
1400000US06037602511,6037602511,2017,3540,12.05
1400000US06037602512,6037602512,2017,607,12.05
1400000US06037602513,6037602513,2017,3708,12.05
1400000US06037602601,6037602601,2017,5274,12.05
1400000US06037602602,6037602602,2017,2636,12.05
1400000US06037602700,6037602700,2017,3092,12.05
1400000US06037602801,6037602801,2017,3819,12.05
1400000US06037602802,6037602802,2017,4304,12.05
1400000US06037602900,6037602900,2017,4427,12.05
1400000US06037603004,6037603004,2017,1512,12.05
1400000US06037603005,6037603005,2017,5591,12.05
1400000US06037603006,6037603006,2017,2035,12.05
1400000US06037603007,6037603007,2017,4203,12.05
1400000US06037603008,6037603008,2017,2936,12.05
1400000US06037603101,6037603101,2017,4244,12.05
1400000US06037603102,6037603102,2017,4084,12.05
1400000US06037603200,6037603200,2017,2777,12.05
1400000US06037603301,6037603301,2017,3828,12.05
1400000US06037603302,6037603302,2017,3804,12.05
1400000US06037603400,6037603400,2017,4367,12.05
1400000US06037603500,6037603500,2017,3074,12.05
1400000US06037603600,6037603600,2017,4037,12.05
1400000US06037603702,6037603702,2017,5087,12.05
1400000US06037603703,6037603703,2017,2703,12.05
1400000US06037603705,6037603705,2017,2667,12.05
1400000US06037603706,6037603706,2017,3681,12.05
1400000US06037603801,6037603801,2017,4483,12.05
1400000US06037603802,6037603802,2017,4153,12.05
1400000US06037603901,6037603901,2017,3700,12.05
1400000US06037603902,6037603902,2017,3779,12.05
1400000US06037604001,6037604001,2017,4470,12.05
1400000US06037604002,6037604002,2017,5078,12.05
1400000US06037604101,6037604101,2017,3327,12.05
1400000US06037604102,6037604102,2017,3696,12.05
1400000US06037604200,6037604200,2017,6208,12.05
1400000US06037609900,6037609900,2017,1998,11.21
