Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008
"06029000102","Census Tract 1.02, Kern County, California","ACSSF","ca","140","00","0003903",,,,,"06","029",,,"000102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000102","Census Tract 1.02",,,,2968,2515,0,0,14,23,54,362,84.74,0,0,0.47,0.77,1.82,12.2
"06029000103","Census Tract 1.03, Kern County, California","ACSSF","ca","140","00","0003904",,,,,"06","029",,,"000103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000103","Census Tract 1.03",,,,5218,4244,0,30,227,0,286,431,81.33,0,0.57,4.35,0,5.48,8.26
"06029000104","Census Tract 1.04, Kern County, California","ACSSF","ca","140","00","0003905",,,,,"06","029",,,"000104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000104","Census Tract 1.04",,,,1241,895,0,0,346,0,0,0,72.12,0,0,27.88,0,0,0
"06029000105","Census Tract 1.05, Kern County, California","ACSSF","ca","140","00","0003906",,,,,"06","029",,,"000105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000105","Census Tract 1.05",,,,3979,3265,1,0,19,0,273,421,82.06,0.03,0,0.48,0,6.86,10.58
"06029000106","Census Tract 1.06, Kern County, California","ACSSF","ca","140","00","0003907",,,,,"06","029",,,"000106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000106","Census Tract 1.06",,,,2466,1584,260,129,0,0,284,209,64.23,10.54,5.23,0,0,11.52,8.48
"06029000201","Census Tract 2.01, Kern County, California","ACSSF","ca","140","00","0003908",,,,,"06","029",,,"000201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000201","Census Tract 2.01",,,,3998,2767,0,74,78,29,758,292,69.21,0,1.85,1.95,0.73,18.96,7.3
"06029000202","Census Tract 2.02, Kern County, California","ACSSF","ca","140","00","0003909",,,,,"06","029",,,"000202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000202","Census Tract 2.02",,,,3366,2715,181,22,0,0,326,122,80.66,5.38,0.65,0,0,9.69,3.62
"06029000300","Census Tract 3, Kern County, California","ACSSF","ca","140","00","0003910",,,,,"06","029",,,"000300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000300","Census Tract 3",,,,5164,3748,262,0,48,0,151,955,72.58,5.07,0,0.93,0,2.92,18.49
"06029000400","Census Tract 4, Kern County, California","ACSSF","ca","140","00","0003911",,,,,"06","029",,,"000400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000400","Census Tract 4",,,,4652,3471,166,70,102,18,164,661,74.61,3.57,1.5,2.19,0.39,3.53,14.21
"06029000504","Census Tract 5.04, Kern County, California","ACSSF","ca","140","00","0003912",,,,,"06","029",,,"000504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000504","Census Tract 5.04",,,,5022,3507,193,218,16,0,344,744,69.83,3.84,4.34,0.32,0,6.85,14.81
"06029000505","Census Tract 5.05, Kern County, California","ACSSF","ca","140","00","0003913",,,,,"06","029",,,"000505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000505","Census Tract 5.05",,,,3754,3102,55,0,97,47,137,316,82.63,1.47,0,2.58,1.25,3.65,8.42
"06029000506","Census Tract 5.06, Kern County, California","ACSSF","ca","140","00","0003914",,,,,"06","029",,,"000506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000506","Census Tract 5.06",,,,2938,2432,2,50,190,0,136,128,82.78,0.07,1.7,6.47,0,4.63,4.36
"06029000507","Census Tract 5.07, Kern County, California","ACSSF","ca","140","00","0003915",,,,,"06","029",,,"000507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000507","Census Tract 5.07",,,,3797,2753,14,111,142,0,420,357,72.5,0.37,2.92,3.74,0,11.06,9.4
"06029000508","Census Tract 5.08, Kern County, California","ACSSF","ca","140","00","0003916",,,,,"06","029",,,"000508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000508","Census Tract 5.08",,,,1637,1385,0,0,0,0,71,181,84.61,0,0,0,0,4.34,11.06
"06029000509","Census Tract 5.09, Kern County, California","ACSSF","ca","140","00","0003917",,,,,"06","029",,,"000509",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000509","Census Tract 5.09",,,,2440,1937,26,18,69,0,69,321,79.39,1.07,0.74,2.83,0,2.83,13.16
"06029000510","Census Tract 5.10, Kern County, California","ACSSF","ca","140","00","0003918",,,,,"06","029",,,"000510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000510","Census Tract 5.10",,,,4397,3068,98,19,499,0,593,120,69.77,2.23,0.43,11.35,0,13.49,2.73
"06029000601","Census Tract 6.01, Kern County, California","ACSSF","ca","140","00","0003919",,,,,"06","029",,,"000601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000601","Census Tract 6.01",,,,1905,813,361,1,5,22,606,97,42.68,18.95,0.05,0.26,1.15,31.81,5.09
"06029000602","Census Tract 6.02, Kern County, California","ACSSF","ca","140","00","0003920",,,,,"06","029",,,"000602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000602","Census Tract 6.02",,,,3166,925,1334,0,12,0,491,404,29.22,42.14,0,0.38,0,15.51,12.76
"06029000603","Census Tract 6.03, Kern County, California","ACSSF","ca","140","00","0003921",,,,,"06","029",,,"000603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000603","Census Tract 6.03",,,,2667,1163,347,0,45,0,729,383,43.61,13.01,0,1.69,0,27.33,14.36
"06029000701","Census Tract 7.01, Kern County, California","ACSSF","ca","140","00","0003922",,,,,"06","029",,,"000701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000701","Census Tract 7.01",,,,3043,2043,63,183,0,0,586,168,67.14,2.07,6.01,0,0,19.26,5.52
"06029000702","Census Tract 7.02, Kern County, California","ACSSF","ca","140","00","0003923",,,,,"06","029",,,"000702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000702","Census Tract 7.02",,,,2747,2253,0,4,30,0,282,178,82.02,0,0.15,1.09,0,10.27,6.48
"06029000800","Census Tract 8, Kern County, California","ACSSF","ca","140","00","0003924",,,,,"06","029",,,"000800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000800","Census Tract 8",,,,5590,3431,223,0,68,0,1470,398,61.38,3.99,0,1.22,0,26.3,7.12
"06029000902","Census Tract 9.02, Kern County, California","ACSSF","ca","140","00","0003925",,,,,"06","029",,,"000902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000902","Census Tract 9.02",,,,3017,2019,45,15,117,0,674,147,66.92,1.49,0.5,3.88,0,22.34,4.87
"06029000903","Census Tract 9.03, Kern County, California","ACSSF","ca","140","00","0003926",,,,,"06","029",,,"000903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000903","Census Tract 9.03",,,,4494,2664,278,41,54,0,951,506,59.28,6.19,0.91,1.2,0,21.16,11.26
"06029000904","Census Tract 9.04, Kern County, California","ACSSF","ca","140","00","0003927",,,,,"06","029",,,"000904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000904","Census Tract 9.04",,,,4200,2642,101,60,139,0,858,400,62.9,2.4,1.43,3.31,0,20.43,9.52
