Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008
"06029006011","Census Tract 60.11, Kern County, California","ACSSF","ca","140","00","0004124",,,,,"06","029",,,"006011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029006011","Census Tract 60.11",,,,3320,2860,39,22,0,0,73,326,86.14,1.17,0.66,0,0,2.2,9.82
"06029006012","Census Tract 60.12, Kern County, California","ACSSF","ca","140","00","0004125",,,,,"06","029",,,"006012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029006012","Census Tract 60.12",,,,3266,2731,11,36,23,0,396,69,83.62,0.34,1.1,0.7,0,12.12,2.11
"06029006101","Census Tract 61.01, Kern County, California","ACSSF","ca","140","00","0004126",,,,,"06","029",,,"006101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029006101","Census Tract 61.01",,,,3827,2855,144,0,0,0,525,303,74.6,3.76,0,0,0,13.72,7.92
"06029006102","Census Tract 61.02, Kern County, California","ACSSF","ca","140","00","0004127",,,,,"06","029",,,"006102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029006102","Census Tract 61.02",,,,4954,4420,77,23,184,0,62,188,89.22,1.55,0.46,3.71,0,1.25,3.79
"06029006201","Census Tract 62.01, Kern County, California","ACSSF","ca","140","00","0004128",,,,,"06","029",,,"006201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029006201","Census Tract 62.01",,,,2502,1648,0,0,48,0,529,277,65.87,0,0,1.92,0,21.14,11.07
"06029006202","Census Tract 62.02, Kern County, California","ACSSF","ca","140","00","0004129",,,,,"06","029",,,"006202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029006202","Census Tract 62.02",,,,7908,4426,55,29,217,0,1782,1399,55.97,0.7,0.37,2.74,0,22.53,17.69
"06029006301","Census Tract 63.01, Kern County, California","ACSSF","ca","140","00","0004130",,,,,"06","029",,,"006301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029006301","Census Tract 63.01",,,,3766,2353,0,42,0,0,1284,87,62.48,0,1.12,0,0,34.09,2.31
"06029006303","Census Tract 63.03, Kern County, California","ACSSF","ca","140","00","0004131",,,,,"06","029",,,"006303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029006303","Census Tract 63.03",,,,5287,3883,42,52,0,0,739,571,73.44,0.79,0.98,0,0,13.98,10.8
"06029006304","Census Tract 63.04, Kern County, California","ACSSF","ca","140","00","0004132",,,,,"06","029",,,"006304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029006304","Census Tract 63.04",,,,3789,2246,6,0,5,0,1010,522,59.28,0.16,0,0.13,0,26.66,13.78
"06029006403","Census Tract 64.03, Kern County, California","ACSSF","ca","140","00","0004133",,,,,"06","029",,,"006403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029006403","Census Tract 64.03",,,,6299,4109,78,8,32,0,933,1139,65.23,1.24,0.13,0.51,0,14.81,18.08
"06029006404","Census Tract 64.04, Kern County, California","ACSSF","ca","140","00","0004134",,,,,"06","029",,,"006404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029006404","Census Tract 64.04",,,,3640,2541,0,0,0,0,755,344,69.81,0,0,0,0,20.74,9.45
"06029006405","Census Tract 64.05, Kern County, California","ACSSF","ca","140","00","0004135",,,,,"06","029",,,"006405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029006405","Census Tract 64.05",,,,2777,1965,0,51,20,0,722,19,70.76,0,1.84,0.72,0,26,0.68
"06029006406","Census Tract 64.06, Kern County, California","ACSSF","ca","140","00","0004136",,,,,"06","029",,,"006406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029006406","Census Tract 64.06",,,,3936,2805,0,0,133,0,703,295,71.27,0,0,3.38,0,17.86,7.49
"06029006500","Census Tract 65, Kern County, California","ACSSF","ca","140","00","0004137",,,,,"06","029",,,"006500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029006500","Census Tract 65",,,,4809,1913,754,100,238,28,1085,691,39.78,15.68,2.08,4.95,0.58,22.56,14.37
"06029006600","Census Tract 66, Kern County, California","ACSSF","ca","140","00","0004138",,,,,"06","029",,,"006600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029006600","Census Tract 66",,,,4434,3139,8,0,6,0,488,793,70.79,0.18,0,0.14,0,11.01,17.88
