geoid,geoid20,year,denom_total_pop,pollution_burden_score
1400000US06037576001,6037576001,2021,5357,7.0700002
1400000US06037576200,6037576200,2021,5324,6.29
1400000US06037576301,6037576301,2021,4165,6.1300001
1400000US06037576302,6037576302,2021,4077,5.6500001
1400000US06037576401,6037576401,2021,5021,5.1599998
1400000US06037576402,6037576402,2021,5015,4.5900002
1400000US06037576403,6037576403,2021,5140,4.5300002
1400000US06037576501,6037576501,2021,2986,5.5599999
1400000US06037576502,6037576502,2021,4658,5.1599998
1400000US06037576503,6037576503,2021,4469,4.6599998
1400000US06037576601,6037576601,2021,4108,5.6599998
1400000US06037576602,6037576602,2021,4423,4.9499998
1400000US06037576700,6037576700,2021,3935,4.27
1400000US06037576801,6037576801,2021,4070,4.3200002
1400000US06037576802,6037576802,2021,4061,4.6799998
1400000US06037576901,6037576901,2021,5357,5.0900002
1400000US06037576903,6037576903,2021,3644,5.8400002
1400000US06037576904,6037576904,2021,3157,5.2399998
1400000US06037577000,6037577000,2021,7288,6.5999999
1400000US06037577100,6037577100,2021,7185,5.29
1400000US06037577200,6037577200,2021,5848,4.9099998
1400000US06037577300,6037577300,2021,5431,4.7600002
1400000US06037577400,6037577400,2021,2947,4.3200002
1400000US06037577501,6037577501,2021,3370,5.23
1400000US06037577504,6037577504,2021,1378,4.29
1400000US06037577602,6037577602,2021,3259,7.1500001
1400000US06037577604,6037577604,2021,1367,7.0999999
1400000US06037577605,6037577605,2021,4816,6.6399999
1400000US06037577606,6037577606,2021,3641,6.6399999
1400000US06037577700,6037577700,2021,4865,7.1500001
1400000US06037577800,6037577800,2021,4224,8.3100004
1400000US06037577900,6037577900,2021,5746,6.8299999
1400000US06037578000,6037578000,2021,6346,7.7199998
1400000US06037578100,6037578100,2021,2409,4.48
1400000US06037599000,6037599000,2021,3684,4.5500002
1400000US06037600100,6037600100,2021,7410,5.8499999
1400000US06037600201,6037600201,2021,5063,4.5100002
1400000US06037600202,6037600202,2021,7767,5.1399999
1400000US06037600302,6037600302,2021,3086,6.0300002
1400000US06037600303,6037600303,2021,3883,5.73
1400000US06037600304,6037600304,2021,3910,5.52
1400000US06037600400,6037600400,2021,4147,5.3099999
1400000US06037600501,6037600501,2021,2712,5.8899999
1400000US06037600601,6037600601,2021,2653,4.96
1400000US06037600602,6037600602,2021,2542,5.5
1400000US06037600702,6037600702,2021,4262,5.4299998
1400000US06037600703,6037600703,2021,1783,4.73
1400000US06037600704,6037600704,2021,3417,5.0999999
1400000US06037600801,6037600801,2021,3199,5.1199999
1400000US06037600802,6037600802,2021,2485,5.8800001
1400000US06037600902,6037600902,2021,6491,6.1199999
1400000US06037600911,6037600911,2021,3146,4.6599998
1400000US06037600912,6037600912,2021,5659,5.75
1400000US06037601001,6037601001,2021,2381,5.96
1400000US06037601002,6037601002,2021,5167,5.6900001
1400000US06037601100,6037601100,2021,6869,5.5300002
1400000US06037601202,6037601202,2021,4000,5.3000002
1400000US06037601211,6037601211,2021,2880,6.1900001
1400000US06037601212,6037601212,2021,6774,5.0100002
1400000US06037601301,6037601301,2021,1921,4.9099998
1400000US06037601302,6037601302,2021,7333,7.3099999
1400000US06037601303,6037601303,2021,5084,5.4200001
1400000US06037601401,6037601401,2021,5949,7.8899999
1400000US06037601402,6037601402,2021,4793,7.7800002
1400000US06037601501,6037601501,2021,3918,7.46
1400000US06037601502,6037601502,2021,4059,8.1300001
1400000US06037601600,6037601600,2021,4439,8.25
1400000US06037601700,6037601700,2021,4978,7.0100002
1400000US06037601801,6037601801,2021,2834,5.6900001
1400000US06037601802,6037601802,2021,3945,5.5500002
1400000US06037601900,6037601900,2021,4847,5.6900001
1400000US06037602002,6037602002,2021,3057,8.2799997
1400000US06037602003,6037602003,2021,4760,6.1399999
1400000US06037602103,6037602103,2021,6650,6.9099998
1400000US06037602104,6037602104,2021,6239,7.2199998
1400000US06037602105,6037602105,2021,4116,6.5
1400000US06037602106,6037602106,2021,5403,5.5900002
1400000US06037602201,6037602201,2021,5509,7.6700001
1400000US06037602202,6037602202,2021,1691,7.6700001
1400000US06037602301,6037602301,2021,6311,7.1100001
1400000US06037602302,6037602302,2021,4896,8.0500002
1400000US06037602402,6037602402,2021,6869,5.8200002
1400000US06037602403,6037602403,2021,5199,4.8200002
1400000US06037602404,6037602404,2021,5457,4.75
1400000US06037602504,6037602504,2021,4961,5.1199999
1400000US06037602505,6037602505,2021,4590,5.1900001
1400000US06037602506,6037602506,2021,4297,5.6500001
1400000US06037602507,6037602507,2021,5122,5.3200002
1400000US06037602510,6037602510,2021,3469,6.8899999
1400000US06037602511,6037602511,2021,3494,6.9099998
1400000US06037602512,6037602512,2021,657,8.5200005
1400000US06037602513,6037602513,2021,3968,8.5
1400000US06037602601,6037602601,2021,5412,8
1400000US06037602602,6037602602,2021,2706,8
1400000US06037602700,6037602700,2021,3812,8.3299999
1400000US06037602801,6037602801,2021,3718,6.96
1400000US06037602802,6037602802,2021,5019,7.3200002
1400000US06037602900,6037602900,2021,4443,8.9200001
1400000US06037603004,6037603004,2021,1549,5.46
1400000US06037603005,6037603005,2021,5928,6.8800001
1400000US06037603006,6037603006,2021,1898,5.52
1400000US06037603007,6037603007,2021,4414,7.4699998
1400000US06037603008,6037603008,2021,3084,7.4699998
1400000US06037603101,6037603101,2021,4139,5.9899998
1400000US06037603102,6037603102,2021,3664,7.7800002
1400000US06037603200,6037603200,2021,3394,8.6400003
1400000US06037603301,6037603301,2021,3617,6.1599998
1400000US06037603302,6037603302,2021,4048,7.7399998
1400000US06037603400,6037603400,2021,4113,7.3200002
1400000US06037603500,6037603500,2021,3042,6.9899998
1400000US06037603600,6037603600,2021,4258,6.1300001
1400000US06037603702,6037603702,2021,4777,6.4499998
1400000US06037603703,6037603703,2021,2491,6.6700001
1400000US06037603705,6037603705,2021,2776,6.2800002
1400000US06037603706,6037603706,2021,3833,6.2800002
1400000US06037603801,6037603801,2021,4748,5.96
1400000US06037603802,6037603802,2021,4040,6.0900002
1400000US06037603901,6037603901,2021,3769,7.8600001
1400000US06037603902,6037603902,2021,3849,7.8600001
1400000US06037604001,6037604001,2021,4207,6.5
1400000US06037604002,6037604002,2021,4856,5.4000001
1400000US06037604101,6037604101,2021,3442,6.6799998
1400000US06037604102,6037604102,2021,3823,6.6799998
1400000US06037604200,6037604200,2021,5563,6.6799998
1400000US06037609900,6037609900,2021,2021,3.8
1400000US06037620001,6037620001,2021,4251,6.8600001
1400000US06037620002,6037620002,2021,3493,7.1399999
1400000US06037620101,6037620101,2021,5632,5.9899998
1400000US06037620102,6037620102,2021,3355,6.8099999
1400000US06037620201,6037620201,2021,1529,5.4899998
1400000US06037620301,6037620301,2021,4819,5.5700002
1400000US06037620303,6037620303,2021,4502,5.7800002
1400000US06037620305,6037620305,2021,5845,5.1399999
1400000US06037620400,6037620400,2021,5279,6.8400002
1400000US06037620501,6037620501,2021,5726,6.3099999
1400000US06037620521,6037620521,2021,3958,4.1999998
1400000US06037620522,6037620522,2021,5024,4.4299998
1400000US06037620601,6037620601,2021,5278,5.3400002
1400000US06037620602,6037620602,2021,5040,5.9000001
1400000US06037620701,6037620701,2021,7211,4.8299999
1400000US06037620703,6037620703,2021,3211,5.2399998
1400000US06037620704,6037620704,2021,4160,5.2399998
1400000US06037620801,6037620801,2021,3771,5.1100001
1400000US06037620802,6037620802,2021,4063,5.1100001
1400000US06037620901,6037620901,2021,2785,4.4400001
1400000US06037620904,6037620904,2021,2897,3.45
1400000US06037621001,6037621001,2021,4476,5.0500002
1400000US06037621005,6037621005,2021,4862,4.5100002
1400000US06037621102,6037621102,2021,3069,5.4099998
1400000US06037621104,6037621104,2021,7132,5.8000002
1400000US06037621201,6037621201,2021,6724,6.0799999
1400000US06037621204,6037621204,2021,3052,5.3800001
1400000US06037621301,6037621301,2021,6973,5
1400000US06037621324,6037621324,2021,3740,4.7399998
1400000US06037621326,6037621326,2021,3017,4.3499999
1400000US06037621400,6037621400,2021,4305,5.4499998
1400000US06037650001,6037650001,2021,5805,7.0100002
1400000US06037650003,6037650003,2021,3202,5.6599998
1400000US06037650004,6037650004,2021,4125,4.75
1400000US06037650101,6037650101,2021,6018,8.9099998
1400000US06037650102,6037650102,2021,2211,6.73
1400000US06037650200,6037650200,2021,5930,7.9499998
1400000US06037650300,6037650300,2021,6824,7.3200002
1400000US06037650401,6037650401,2021,4758,7.6999998
1400000US06037650501,6037650501,2021,3044,6.7800002
1400000US06037650502,6037650502,2021,4259,5.8499999
1400000US06037650603,6037650603,2021,3849,5.0799999
1400000US06037650604,6037650604,2021,5567,6.0100002
1400000US06037650605,6037650605,2021,3064,7.1799998
1400000US06037650606,6037650606,2021,4330,6.0500002
1400000US06037650607,6037650607,2021,2985,6.0500002
1400000US06037650701,6037650701,2021,2529,5.8000002
1400000US06037650702,6037650702,2021,4731,4.9499998
1400000US06037650801,6037650801,2021,3689,5.5
1400000US06037650802,6037650802,2021,2728,5.5
1400000US06037650901,6037650901,2021,5366,7.3899999
1400000US06037650903,6037650903,2021,3596,6.7800002
1400000US06037650904,6037650904,2021,3173,6.7800002
1400000US06037651001,6037651001,2021,5444,5.8600001
1400000US06037651002,6037651002,2021,4702,6.04
1400000US06037651101,6037651101,2021,5036,7.3099999
1400000US06037651102,6037651102,2021,3534,6.0300002
1400000US06037651201,6037651201,2021,5018,5.2800002
1400000US06037651221,6037651221,2021,3697,5.3499999
1400000US06037651222,6037651222,2021,6459,4.9899998
1400000US06037651302,6037651302,2021,6204,5.9000001
1400000US06037651304,6037651304,2021,4852,5.29
1400000US06037651401,6037651401,2021,2236,5.4299998
1400000US06037651402,6037651402,2021,6236,6.3400002
1400000US06037670001,6037670001,2021,3406,6.23
1400000US06037670002,6037670002,2021,3939,5.1900001
1400000US06037670003,6037670003,2021,5707,6.3400002
1400000US06037670101,6037670101,2021,4392,6.25
1400000US06037670102,6037670102,2021,2497,6.2800002
1400000US06037670201,6037670201,2021,4090,4.9000001
1400000US06037670202,6037670202,2021,2637,5.5300002
1400000US06037670324,6037670324,2021,5091,5.79
1400000US06037670326,6037670326,2021,3613,3.95
1400000US06037670328,6037670328,2021,4730,3.52
1400000US06037670405,6037670405,2021,2864,3.78
1400000US06037670406,6037670406,2021,1759,2.7
1400000US06037670407,6037670407,2021,6269,3.1700001
1400000US06037670413,6037670413,2021,4433,3.27
1400000US06037670416,6037670416,2021,4513,4.1900001
1400000US06037670417,6037670417,2021,3272,4.2800002
1400000US06037670418,6037670418,2021,3817,4.9400001
1400000US06037670500,6037670500,2021,1513,3.9000001
1400000US06037670603,6037670603,2021,1886,4.5799999
1400000US06037670604,6037670604,2021,4974,4.5799999
1400000US06037670701,6037670701,2021,6921,5.77
1400000US06037670702,6037670702,2021,5649,3.8499999
1400000US06037700101,6037700101,2021,5200,7.1500001
1400000US06037700102,6037700102,2021,4506,7.0599999
1400000US06037700200,6037700200,2021,7446,6.5500002
1400000US06037700300,6037700300,2021,6223,5.9099998
1400000US06037700400,6037700400,2021,5162,7.0700002
1400000US06037700501,6037700501,2021,3526,5.8000002
1400000US06037700502,6037700502,2021,4387,5.5900002
1400000US06037700600,6037700600,2021,5021,6.3299999
1400000US06037700700,6037700700,2021,3575,5.6199999
1400000US06037700801,6037700801,2021,4610,6.3299999
1400000US06037700802,6037700802,2021,4092,6.5
1400000US06037700901,6037700901,2021,3600,5.8000002
1400000US06037700902,6037700902,2021,7352,5.54
1400000US06037701000,6037701000,2021,5936,6.4000001
1400000US06037701201,6037701201,2021,4088,4.27
1400000US06037701202,6037701202,2021,3381,4.4699998
1400000US06037701302,6037701302,2021,4868,4.54
1400000US06037701304,6037701304,2021,6212,4.3000002
1400000US06037701402,6037701402,2021,5577,5.4099998
1400000US06037701501,6037701501,2021,5267,5.4099998
1400000US06037701502,6037701502,2021,3530,5.8299999
1400000US06037701601,6037701601,2021,4150,4.98
1400000US06037701602,6037701602,2021,3987,5.8299999
1400000US06037701701,6037701701,2021,3305,6.8600001
1400000US06037701702,6037701702,2021,3437,6.6799998
1400000US06037701801,6037701801,2021,7001,7.9099998
1400000US06037701802,6037701802,2021,4645,7.7199998
1400000US06037701902,6037701902,2021,4659,6.6500001
1400000US06037702002,6037702002,2021,6443,6.3400002
1400000US06037702102,6037702102,2021,6065,5.54
1400000US06037702201,6037702201,2021,4110,6.6700001
1400000US06037702202,6037702202,2021,3969,5.21
1400000US06037702300,6037702300,2021,6839,7.29
1400000US06037702400,6037702400,2021,4367,8.5600004
1400000US06037702501,6037702501,2021,4965,6.9899998
1400000US06037702502,6037702502,2021,3757,7.1999998
1400000US06037702600,6037702600,2021,6389,7.1500001
1400000US06037702700,6037702700,2021,3435,6.6500001
1400000US06037702801,6037702801,2021,4679,6.27
1400000US06037702802,6037702802,2021,2293,5.9499998
1400000US06037702803,6037702803,2021,3063,7.4499998
1400000US06037702900,6037702900,2021,9852,7.9400001
1400000US06037703002,6037703002,2021,6769,5.6100001
1400000US06037703003,6037703003,2021,2767,7.2800002
1400000US06037703100,6037703100,2021,6068,5.0999999
1400000US06037703200,6037703200,2021,5688,5.0700002
1400000US06037800101,6037800101,2021,5738,3.8599999
1400000US06037800103,6037800103,2021,2528,4.8400002
1400000US06037800104,6037800104,2021,4685,4.8400002
1400000US06037800202,6037800202,2021,6065,4.73
1400000US06037800204,6037800204,2021,4495,6.6999998
1400000US06037800205,6037800205,2021,647,5.6199999
1400000US06037800206,6037800206,2021,4929,5.6300001
1400000US06037800324,6037800324,2021,6966,5.3600001
1400000US06037800325,6037800325,2021,3573,4.2600002
1400000US06037800328,6037800328,2021,2683,5.4899998
1400000US06037800333,6037800333,2021,1313,5.0599999
1400000US06037800334,6037800334,2021,4995,4.96
1400000US06037800335,6037800335,2021,5623,4.46
1400000US06037800336,6037800336,2021,6094,5.8699999
1400000US06037800337,6037800337,2021,857,5.8699999
1400000US06037800338,6037800338,2021,6790,4.2399998
1400000US06037800406,6037800406,2021,2529,3.28
1400000US06037800410,6037800410,2021,4031,5.48
1400000US06037800411,6037800411,2021,4079,4
1400000US06037800412,6037800412,2021,3193,4
1400000US06037800504,6037800504,2021,2334,6.3400002
1400000US06037800506,6037800506,2021,3270,3.95
1400000US06037900102,6037900102,2021,710,4.4099998
1400000US06037900103,6037900103,2021,5939,2.3299999
1400000US06037900104,6037900104,2021,5822,3.4200001
1400000US06037900301,6037900301,2021,633,6.29
1400000US06037900501,6037900501,2021,7225,5.48
1400000US06037900504,6037900504,2021,7261,4.6700001
1400000US06037900505,6037900505,2021,3427,4.0500002
1400000US06037900506,6037900506,2021,4188,3.3
1400000US06037900508,6037900508,2021,4016,2.6300001
1400000US06037900509,6037900509,2021,3076,3.23
1400000US06037900510,6037900510,2021,4257,3.23
1400000US06037900602,6037900602,2021,5614,5.7399998
1400000US06037900606,6037900606,2021,3532,4.9400001
1400000US06037900607,6037900607,2021,3651,5.25
1400000US06037900608,6037900608,2021,3445,3.71
1400000US06037900609,6037900609,2021,4906,3.28
1400000US06037900610,6037900610,2021,4715,3.9300001
1400000US06037900611,6037900611,2021,2823,3.9300001
1400000US06037900701,6037900701,2021,5012,5.71
1400000US06037900703,6037900703,2021,4349,5.0999999
1400000US06037900704,6037900704,2021,2910,5.0799999
1400000US06037900705,6037900705,2021,3980,4.8099999
1400000US06037900804,6037900804,2021,3359,5.5799999
1400000US06037900805,6037900805,2021,4916,4.96
1400000US06037900806,6037900806,2021,4634,5.4099998
1400000US06037900807,6037900807,2021,4365,4.75
1400000US06037900808,6037900808,2021,4386,4.75
1400000US06037900901,6037900901,2021,1782,5.25
1400000US06037900902,6037900902,2021,2236,5.25
1400000US06037901003,6037901003,2021,4895,3.49
1400000US06037901007,6037901007,2021,2094,3.4000001
1400000US06037901008,6037901008,2021,2744,4.3800001
1400000US06037901009,6037901009,2021,5388,4.2800002
1400000US06037901010,6037901010,2021,5723,3.6800001
1400000US06037901011,6037901011,2021,5314,3.6700001
1400000US06037901012,6037901012,2021,3698,3.3800001
1400000US06037901013,6037901013,2021,2813,3.3800001
1400000US06037901014,6037901014,2021,5952,3.3800001
1400000US06037901101,6037901101,2021,5519,3.3699999
1400000US06037901102,6037901102,2021,5337,3.71
1400000US06037901209,6037901209,2021,1634,5.3200002
1400000US06037901210,6037901210,2021,1631,2.9000001
1400000US06037901214,6037901214,2021,1138,2.95
1400000US06037901215,6037901215,2021,570,2.95
1400000US06037901216,6037901216,2021,9074,2.95
1400000US06037901217,6037901217,2021,3884,2.8499999
1400000US06037901218,6037901218,2021,650,2.74
1400000US06037901300,6037901300,2021,6297,6.1100001
1400000US06037910002,6037910002,2021,7723,4.96
1400000US06037910210,6037910210,2021,7239,3.25
1400000US06037910211,6037910211,2021,1169,4.4499998
1400000US06037910212,6037910212,2021,4051,4.4499998
1400000US06037910213,6037910213,2021,1225,4.52
1400000US06037910214,6037910214,2021,6033,3.5
1400000US06037910215,6037910215,2021,6034,4.3699999
1400000US06037910216,6037910216,2021,4864,3.48
1400000US06037910217,6037910217,2021,4569,3.76
1400000US06037910218,6037910218,2021,4842,5.6999998
1400000US06037910301,6037910301,2021,3874,3.21
1400000US06037910302,6037910302,2021,5323,2.6500001
1400000US06037910401,6037910401,2021,6113,5.3499999
1400000US06037910404,6037910404,2021,4284,4.6100001
1400000US06037910405,6037910405,2021,5861,4.6900001
1400000US06037910501,6037910501,2021,5218,4.3400002
1400000US06037910502,6037910502,2021,4537,4.4200001
1400000US06037910504,6037910504,2021,4254,3.76
1400000US06037910505,6037910505,2021,3217,3.3099999
1400000US06037910601,6037910601,2021,6726,3.9000001
1400000US06037910602,6037910602,2021,4433,3.3699999
1400000US06037910605,6037910605,2021,4715,2.8599999
1400000US06037910606,6037910606,2021,3121,3.0799999
1400000US06037910607,6037910607,2021,3226,3.21
1400000US06037910608,6037910608,2021,3702,3.21
1400000US06037910706,6037910706,2021,6182,4.1199999
1400000US06037910707,6037910707,2021,5420,3.75
1400000US06037910709,6037910709,2021,2016,3.3199999
1400000US06037910712,6037910712,2021,2904,4.0300002
1400000US06037910713,6037910713,2021,5787,3.29
1400000US06037910714,6037910714,2021,3870,3.9200001
1400000US06037910715,6037910715,2021,6653,3.4100001
1400000US06037910716,6037910716,2021,5770,3.53
1400000US06037910717,6037910717,2021,3492,2.5899999
1400000US06037910718,6037910718,2021,4087,2.5899999
1400000US06037910719,6037910719,2021,4034,2.5899999
1400000US06037910720,6037910720,2021,3549,3.9100001
1400000US06037910721,6037910721,2021,4106,3.9100001
1400000US06037910804,6037910804,2021,2376,3.55
1400000US06037910807,6037910807,2021,6424,4.1599998
1400000US06037910808,6037910808,2021,3445,3.8
1400000US06037910809,6037910809,2021,1661,4.6799998
1400000US06037910810,6037910810,2021,2425,4.5999999
1400000US06037910814,6037910814,2021,3968,4.3699999
1400000US06037910815,6037910815,2021,5865,4.29
1400000US06037911001,6037911001,2021,3926,4.3800001
1400000US06037911100,6037911100,2021,8133,4.0799999
1400000US06037920013,6037920013,2021,7199,6.6399999
1400000US06037920015,6037920015,2021,6581,3.1400001
1400000US06037920016,6037920016,2021,3509,3.3199999
1400000US06037920017,6037920017,2021,4309,4.6599998
1400000US06037920018,6037920018,2021,2024,3.4100001
1400000US06037920020,6037920020,2021,6572,3.3499999
1400000US06037920028,6037920028,2021,6620,4.5599999
1400000US06037920029,6037920029,2021,5894,4.73
1400000US06037920030,6037920030,2021,5088,5.8499999
1400000US06037920031,6037920031,2021,4507,5.71
1400000US06037920034,6037920034,2021,3790,4.2399998
1400000US06037920035,6037920035,2021,6895,5.25
1400000US06037920038,6037920038,2021,1710,4.5999999
1400000US06037920039,6037920039,2021,2191,4.2800002
1400000US06037920040,6037920040,2021,3979,3.9300001
1400000US06037920041,6037920041,2021,1668,4.5300002
1400000US06037920042,6037920042,2021,6990,5.5900002
1400000US06037920043,6037920043,2021,7130,5.3800001
1400000US06037920044,6037920044,2021,2399,3.8099999
1400000US06037920045,6037920045,2021,4282,3.1500001
1400000US06037920046,6037920046,2021,4608,4.6999998
1400000US06037920047,6037920047,2021,5710,4.6999998
1400000US06037920048,6037920048,2021,5910,5.4200001
1400000US06037920049,6037920049,2021,4542,3.27
1400000US06037920050,6037920050,2021,1280,2.5899999
1400000US06037920102,6037920102,2021,5409,4.9299998
1400000US06037920104,6037920104,2021,2933,4.52
1400000US06037920106,6037920106,2021,3642,6.4699998
1400000US06037920109,6037920109,2021,5531,3.54
1400000US06037920110,6037920110,2021,3116,3.51
1400000US06037920111,6037920111,2021,2710,3.47
1400000US06037920112,6037920112,2021,4211,5.0300002
1400000US06037920114,6037920114,2021,6518,5.4099998
1400000US06037920115,6037920115,2021,3957,6.1300001
1400000US06037920116,6037920116,2021,5481,4.3899999
1400000US06037920118,6037920118,2021,5774,6.2199998
1400000US06037920119,6037920119,2021,1945,3.71
1400000US06037920120,6037920120,2021,1248,6.2199998
1400000US06037920121,6037920121,2021,10571,5.6500001
1400000US06037920200,6037920200,2021,5393,4.8000002
1400000US06037920303,6037920303,2021,1683,5.71
1400000US06037920312,6037920312,2021,5826,6.3899999
1400000US06037920313,6037920313,2021,4719,5.23
1400000US06037920314,6037920314,2021,2935,5.8800001
1400000US06037920322,6037920322,2021,2854,5.0100002
1400000US06037920326,6037920326,2021,7573,5.5900002
1400000US06037920328,6037920328,2021,1997,5.8499999
1400000US06037920329,6037920329,2021,7152,6.4299998
1400000US06037920330,6037920330,2021,3178,5.6399999
1400000US06037920331,6037920331,2021,3482,4.4699998
1400000US06037920332,6037920332,2021,2205,4.8000002
1400000US06037920334,6037920334,2021,6088,5.21
1400000US06037920338,6037920338,2021,5711,2.9100001
1400000US06037920339,6037920339,2021,7556,6.48
1400000US06037920340,6037920340,2021,4402,6.0500002
1400000US06037920341,6037920341,2021,2427,6.0500002
1400000US06037920342,6037920342,2021,3338,5.0500002
1400000US06037920343,6037920343,2021,3670,5.04
1400000US06037930400,6037930400,2021,3298,4.79
1400000US06037980001,6037980001,2021,0,0
1400000US06037980002,6037980002,2021,0,0
1400000US06037980003,6037980003,2021,0,0
1400000US06037980004,6037980004,2021,0,0
1400000US06037980005,6037980005,2021,0,0
1400000US06037980006,6037980006,2021,0,0
1400000US06037980007,6037980007,2021,0,0
1400000US06037980008,6037980008,2021,68,6.9299998
1400000US06037980009,6037980009,2021,5,7.9899998
1400000US06037980010,6037980010,2021,95,8.8500004
1400000US06037980011,6037980011,2021,93,8.3699999
1400000US06037980012,6037980012,2021,31,5.54
1400000US06037980013,6037980013,2021,0,0
1400000US06037980014,6037980014,2021,9,8.7700005
1400000US06037980015,6037980015,2021,707,7.8699999
1400000US06037980016,6037980016,2021,295,9.2799997
1400000US06037980017,6037980017,2021,1187,7.6799998
1400000US06037980018,6037980018,2021,23,8.2299995
1400000US06037980019,6037980019,2021,209,4.04
1400000US06037980020,6037980020,2021,0,0
1400000US06037980021,6037980021,2021,33,5.3099999
1400000US06037980022,6037980022,2021,416,6.3000002
1400000US06037980023,6037980023,2021,0,0
1400000US06037980024,6037980024,2021,223,7.5
1400000US06037980025,6037980025,2021,1618,7.9699998
1400000US06037980026,6037980026,2021,26,4.02
1400000US06037980028,6037980028,2021,0,0
1400000US06037980030,6037980030,2021,0,0
1400000US06037980031,6037980031,2021,1236,8.3900003
1400000US06037980033,6037980033,2021,16,8.54
1400000US06037980034,6037980034,2021,9,8.3100004
1400000US06037980035,6037980035,2021,7011,8.9700003
1400000US06037980036,6037980036,2021,8671,9.0299997
1400000US06037980037,6037980037,2021,2591,6.46
1400000US06037980038,6037980038,2021,5577,7.1300001
1400000US06037980039,6037980039,2021,162,7.3899999
1400000US06037101110,6037101110,2017,4731,3.9000001
1400000US06037101122,6037101122,2017,3664,3.29
1400000US06037101220,6037101220,2017,3363,4.3600001
1400000US06037101221,6037101221,2017,3260,4.21
1400000US06037101222,6037101222,2017,2730,4.21
1400000US06037101300,6037101300,2017,4199,5.4899998
1400000US06037101400,6037101400,2017,3903,5.2800002
1400000US06037102103,6037102103,2017,1740,5.8200002
1400000US06037102104,6037102104,2017,3648,8.0200005
1400000US06037102105,6037102105,2017,1731,8.21
1400000US06037102107,6037102107,2017,3851,6.6399999
1400000US06037103101,6037103101,2017,2670,3.3199999
1400000US06037103102,6037103102,2017,4751,3.98
1400000US06037103201,6037103201,2017,1621,5.6999998
1400000US06037103202,6037103202,2017,3929,5.6999998
1400000US06037103300,6037103300,2017,3819,6.0500002
1400000US06037103401,6037103401,2017,3443,4.6300001
1400000US06037103402,6037103402,2017,2700,4.6300001
1400000US06037104103,6037104103,2017,4085,6.1799998
1400000US06037104105,6037104105,2017,5412,5.4200001
1400000US06037104108,6037104108,2017,5256,6.4699998
1400000US06037104124,6037104124,2017,4175,6.2600002
1400000US06037104201,6037104201,2017,4780,6.5
1400000US06037104203,6037104203,2017,5210,5.3899999
1400000US06037104204,6037104204,2017,3375,6.52
1400000US06037104310,6037104310,2017,4921,8.0900002
1400000US06037104321,6037104321,2017,2573,7.48
1400000US06037104322,6037104322,2017,3425,7.48
1400000US06037104401,6037104401,2017,3357,7.4000001
1400000US06037104403,6037104403,2017,3282,5.4099998
1400000US06037104404,6037104404,2017,3236,6.6700001
1400000US06037104500,6037104500,2017,3293,5.21
1400000US06037104610,6037104610,2017,3672,6.0700002
1400000US06037104620,6037104620,2017,3539,5.27
1400000US06037104701,6037104701,2017,4208,5.73
1400000US06037104703,6037104703,2017,2397,8.1099997
1400000US06037104704,6037104704,2017,4219,6.7199998
1400000US06037104821,6037104821,2017,3514,6.75
1400000US06037104822,6037104822,2017,2277,6.9000001
1400000US06037104823,6037104823,2017,2520,7.6999998
1400000US06037104824,6037104824,2017,2808,7.6999998
1400000US06037106010,6037106010,2017,3152,4.77
1400000US06037106020,6037106020,2017,5557,4.73
1400000US06037106111,6037106111,2017,3153,4.2600002
1400000US06037106112,6037106112,2017,5969,6.6700001
1400000US06037106113,6037106113,2017,3493,5.6399999
1400000US06037106114,6037106114,2017,5880,5.71
1400000US06037106403,6037106403,2017,3825,4.5500002
1400000US06037106405,6037106405,2017,3966,4.98
1400000US06037106406,6037106406,2017,4788,5.1900001
1400000US06037106407,6037106407,2017,2933,4.5999999
1400000US06037106408,6037106408,2017,3463,4.4299998
1400000US06037106510,6037106510,2017,5282,7.0700002
1400000US06037106520,6037106520,2017,5837,6.0100002
1400000US06037106603,6037106603,2017,2007,6.6599998
1400000US06037106604,6037106604,2017,5020,7.1599998
1400000US06037106641,6037106641,2017,2317,4.9699998
1400000US06037106642,6037106642,2017,3236,5.1700001
1400000US06037106643,6037106643,2017,4320,5.0599999
1400000US06037106645,6037106645,2017,3389,5.5900002
1400000US06037106646,6037106646,2017,3237,5.5599999
1400000US06037106648,6037106648,2017,3890,6.1399999
1400000US06037106649,6037106649,2017,2853,6.6799998
1400000US06037107010,6037107010,2017,3247,5.2399998
1400000US06037107020,6037107020,2017,5404,5.5900002
1400000US06037108101,6037108101,2017,2230,4.98
1400000US06037108102,6037108102,2017,3430,5.3899999
1400000US06037108103,6037108103,2017,3256,5.2600002
1400000US06037108104,6037108104,2017,1698,3.9200001
1400000US06037108202,6037108202,2017,4824,5.4499998
1400000US06037108203,6037108203,2017,2716,5.3800001
1400000US06037108204,6037108204,2017,2835,5.3800001
1400000US06037109100,6037109100,2017,2492,6.23
1400000US06037109200,6037109200,2017,2275,6.2800002
1400000US06037109300,6037109300,2017,3085,5.48
1400000US06037109400,6037109400,2017,3720,5.0300002
1400000US06037109500,6037109500,2017,4303,7.4400001
1400000US06037109601,6037109601,2017,5020,5.1700001
1400000US06037109603,6037109603,2017,4252,5.29
1400000US06037109604,6037109604,2017,2975,5.0900002
1400000US06037109700,6037109700,2017,4493,5.1100001
1400000US06037109800,6037109800,2017,4565,5.0700002
